sentence_num,diff_line,county,state
419,"Besides mortgage and utility assistance, Human Services plans to use the remaining CARES funding for rental and food assistance over the next few months.",calcasieu,Louisiana
420,"“This is a great program being offered by the parish’s Human Services Department,” said Tony Guillory, Calcasieu Parish Police Jury President.",calcasieu,Louisiana
421,"“It’s a win-win situation for the area’s municipalities, the parish, and the citizens we serve.” “This program will provide much-needed relief for citizens of the Westlake area who have been hit hard by the COVID-19 pandemic,” added Westlake Mayor Bob Hardey.",calcasieu,Louisiana
422,“We’re grateful to the Police Jury for its leadership in helping to soften the financial burden for these residents.” A reminder that the Low-Income Home Energy Assistance Program (LiHEAP) is available for residents who need help paying their electric bills.,calcasieu,Louisiana
423,"For information on that program, call 337-721-4030.",calcasieu,Louisiana
424,Residents who have questions or need information about the COVID-19 utility-relief program are also asked to call 337-721-4030.,calcasieu,Louisiana
425,"Return to full list >> Scraping from https://www.calcasieuparish.gov/Home/Components/News/News/4755/252 document.title = $.htmlDecode('Calcasieu Parish Police Jury to Hold Special Meeting on South’s Defenders Monument on Aug. 13 | News and Updates | Calcasieu Parish Police Jury, LA'); document.itemTitle = $.htmlDecode('Calcasieu Parish Police Jury to Hold Special Meeting on South’s Defenders Monument on Aug. 13'); Calcasieu Parish Police Jury to Hold Special Meeting on South’s Defenders Monument on Aug. 13 Click here to watch the meeting via livestream at 5:30 p.m. Post Date: 08/13/2020 The Calcasieu Parish Police Jury has called a Special Meeting set for Thursday August 13 th at 5:30 p.m. concerning the South’s Defenders Monument.",calcasieu,Louisiana
426,"Scraping from http://www.stpgov.org/covid19 5,480 Current Cases in St Tammany as of 8/14/2020 Numbers are supplied from the Louisiana Department of Health , numbers are updated everyday at noon, except on Saturdays.",st_tammany,Louisiana
427,"document.getElementById('cloakcd00cdff577a3695863d9d4eb28cb8ab').innerHTML = ''; var prefix = '&#109;a' + 'i&#108;' + '&#116;o'; var path = 'hr' + 'ef' + '='; var addycd00cdff577a3695863d9d4eb28cb8ab = '&#101;s' + '&#64;'; addycd00cdff577a3695863d9d4eb28cb8ab = addycd00cdff577a3695863d9d4eb28cb8ab + 'stpg&#111;v' + '&#46;' + '&#111;rg'; var addy_textcd00cdff577a3695863d9d4eb28cb8ab = '&#101;s' + '&#64;' + 'stpg&#111;v' + '&#46;' + '&#111;rg';document.getElementById('cloakcd00cdff577a3695863d9d4eb28cb8ab').innerHTML += '<a ' + path + '\'' + prefix + ':' + addycd00cdff577a3695863d9d4eb28cb8ab + '\'>'+addy_textcd00cdff577a3695863d9d4eb28cb8ab+'<\/a>'; STAR TRANSIT COVID-19 FACEMASK POLICY In an effort to fight the COVID-19 pandemic, STAR Transit will require all passengers to wear a facemask that covers their nose and mouth while on board.",st_tammany,Louisiana
428,Upcoming Free COVID-19 Testing Dates No Upcoming Course Dates Scheduled.,worcester,Massachusetts
429,No Upcoming Course Dates Scheduled.,worcester,Massachusetts
430,"The City of Worcester, Central Massachusetts Regional Public Health Alliance and the University of Massachusetts Medical School have created the Greater Worcester COVID-19 Survey.",worcester,Massachusetts
431,Posted: Monday 08/10/20 More Announcements...,worcester,Massachusetts
432,There's still time!,worcester,Massachusetts
433,Free COVID testing is being offered at City Hall Plaza in Worcester until 6 p.m. today.,worcester,Massachusetts
434,A flu vaccine is available with insurance.,worcester,Massachusetts
435,No appointment is necessary.,worcester,Massachusetts
436,"Posted: Friday 08/14/20 3:24 PM Free COVID-19 Testing:... Posted: Saturday 08/08/20 3:51 PM Free COVID-19 Testing Sites #StopTheSpread... Posted: Friday 08/07/20 10:35 AM FREE COVID-19 TESTING:... Posted: Friday 08/07/20 10:19 AM The Worcester License Commission will hold a special forum to discuss outdoor dining on Tuesday, Aug. 11 at 10 a.m.... Posted: Thursday 08/06/20 4:13 PM More News...",worcester,Massachusetts
437,"City of Fall River Massachusetts TESS CURRAN MPH PAUL COOGAN Director of Health & Human Services Mayor COVID-19 Update 7 new cases (Fall River, MA- August 2, 2020)- As of today, 1,863 cases of COVID-19 have been identified in Fall River.",fall_river,Massachusetts
438,We have had 119 fatalities.,fall_river,Massachusetts
439,The Fall River Health Department is in contact with the individuals who have tested positive as well as their contacts.,fall_river,Massachusetts
440,We continue to encourage residents to practice social distancing.,fall_river,Massachusetts
441,This means keeping a distance of 6ft between individuals.,fall_river,Massachusetts
442,"Continue to wash your hands on a regular basis, clean and disinfect frequently touched surfaces, and stay home as much as possible, especially when you are sick, and wear a face covering when out in public.",fall_river,Massachusetts
443,These measures will help to limit the spread of COVID-19.,fall_river,Massachusetts
444,COVID-19 Information Information regarding the City of Fall River’s response to COVID-19 is updated daily and can be found on the City’s website at https://www.fallriverma.org/department/corona-virusinformation/.,fall_river,Massachusetts
445,Information can also be found on the City’s Facebook page.,fall_river,Massachusetts
446,"For daily and cumulative data on Massachusetts COVID-19 cases and testing, and weekly data on confirmed cases by city/town and residents subject to COVID-19 quarantine, please visit https://www.mass.gov/info-details/covid-19-response-reporting Face Coverings in Public Places Governor Charlie Baker signed an executive order on May 1, 2020 requiring face coverings in public places where social distancing is not possible.",fall_river,Massachusetts
447,"This order is effective May 6, 2020 and will remain in effect until rescinded or until the emergency is terminated.",fall_river,Massachusetts
448,"Government Center Reopened to the Public - June 8, 2020  BY APPOINTMENT ONLY  Appointments from 10:00am to 4:00pm, Monday - Thursday  Closed to the public on Fridays, Weekends, and Holidays Bill Paying  Fall River branches of BayCoast Bank will continue to accept payments for taxes and utilities.",fall_river,Massachusetts
449,Parking fines cannot be paid at BayCoast Bank.,fall_river,Massachusetts
450," The City of Fall River’s Online Payments Center gives residents a convenient, efficient, and user- friendly way to pay bills online 24-hours a day, 7-days a week.",fall_river,Massachusetts
451,"Real Estate, Personal Property, Motor Vehicle Excise, Boat Excise Taxes and Public Utility payments are accepted.",fall_river,Massachusetts
452,You can also use this system to pay for Municipal Lien Certificates.,fall_river,Massachusetts
453,"https://www.fallriverma.org/online- payments/  To pay traffic or parking tickets online, please visit https://www.fallriverma.org/traffic-online- payments/.",fall_river,Massachusetts
454, There is a drop-off box on the Third Street Entrance of Government Center where residents can drop their payments by check or money order in sealed envelopes.,fall_river,Massachusetts
455,"Department of Public Works For questions regarding trash collection, disposal and recycling services, please visit https:// www.fallriverma.org/department/solid-waste/ or contact the Department of Public Works at 508- 324-2584.",fall_river,Massachusetts
456,"City Clerk The City Clerk's Office registers and permanently records all vital events (births, marriages, deaths).",fall_river,Massachusetts
457,Documents can be obtained online by visiting https://www.fallriverma.org/ department/city-clerk/ or by contacting the City Clerk’s office at 508-324-2220.,fall_river,Massachusetts
458,"Dog Licenses Dog licenses can be obtained through the City Clerk’s office and paid online by visiting https://www.fallriverma.org/dog-licenses-leash-law/ United Way of Greater Fall River Local Resources and Information The United Way of Greater Fall River has partnered with community agencies, philanthropists, and businesses to offer an organized response to the COVID-19 pandemic.",fall_river,Massachusetts
459,"Mass 2-1-1- For assistance with resources like meals, unemployment benefits, Call-to-Talk, and COVID-19 questions, Mass 2-1-1 is a free, vital resource.",fall_river,Massachusetts
460,"Mass 2-1-1 is available 24 hours a day, 7 days a week both online and over the phone, https://mass211.org/ For a detailed list of community-level information and resources, please visit https:// uwgfr.org/covid-19-information/ For other questions and concerns, please call Government Center at 508-324-2000.",fall_river,Massachusetts
461,"Scraping from https://www.cambridgema.gov/covid19 Scraping from https://www.cambridgema.gov/covid19/casecount Case Count Reporting in Cambridge Case Count 1257 Cambridge residents who have tested positive for COVID-19 99 Confirmed COVID-19 deaths in Cambridge residents *as of 4:00 PM on August 16 View More Details Case Count 1257 Cambridge residents who have tested positive for COVID-19 99 Confirmed COVID-19 deaths in Cambridge residents *as of 4:00 PM on August 16 View More Details The City and the Public Health Department's COVID-19 Data Center presents charts, maps, and other information on COVID-19 in Cambridge.",cambridge,Massachusetts
462,"Scraping from https://www.cambridgema.gov/covid19/casecount Case Count Reporting in Cambridge Case Count 1257 Cambridge residents who have tested positive for COVID-19 99 Confirmed COVID-19 deaths in Cambridge residents *as of 4:00 PM on August 16 View More Details Case Count 1257 Cambridge residents who have tested positive for COVID-19 99 Confirmed COVID-19 deaths in Cambridge residents *as of 4:00 PM on August 16 View More Details The City and the Public Health Department's COVID-19 Data Center presents charts, maps, and other information on COVID-19 in Cambridge.",cambridge,Massachusetts
463,"View State Data Scraping from https://www.cambridgema.gov/covid19/updates Updates (8/15/20) Library holds pickup service to begin at Central Square Branch the week of August 17 (8/14/20) Free COVID-19 testing location and appointment information for the weeks of August 16 and 23 now available (8/14/20) Cambridge Election Commission Announces Temporary Relocation of 14 Polling Sites in Response to COVID-19 Pandemic (8/14/20) Cambridge Election Commission Announces Temporary Relocation of 14 Polling Sites in Response to COVID-19 Pandemic (8/11/20) Mail-in and In-person Voting Options, Temporary Relocation of Polling Sites, and Designated Early Voting Locations information (8/10/20) City of Cambridge to Relocate Temporary Emergency Shelter at War Memorial Recreation Center to 1575 Cambridge Street (8/10/20) Cambridge Public Library launches pilot program to eliminate overdue fines and fees (8/8/20) Checkout Library technology beginning August 10 (8/7/20) Baker-Polito Administration Announces New Initiatives to Stop Spread of COVID-19 (8/7/20) Cambridge Public Schools shares update on proposal for reopening schools (8/6/20) Free COVID-19 testing location and appointment information for August 12 and 15 is now available (8/6/20) Kids Books to Go event this Saturday, August 8, at Valente Branch (8/5/20) Community members invited to comment on proposed network of Shared Streets (8/4/20) Cambridge Public Schools release updated proposal for reopening schools (8/4/20) Governor Baker removes Rhode Island from list of lower-risk states, effective Friday, August 7 (7/31/20) Free COVID-19 testing location and appointment information for the first week of August is now available (7/30/20) City of Cambridge Amends Temporary Emergency Restrictions on Public Meetings and Events (7/30/20) Free Bluebikes passes for grocery, pharmacy, restaurant, and retail workers (7/29/20) City of Cambridge providing printed guidebooks to the City's 80+ parks and playgrounds (7/29/20) Dashboard detailing assistance provided to Cambridge small businesses now available (7/28/20) Second Shared Streets Community Webinar to be held on August 4 (7/28/20) Update on the Gold Star Pool is now available on the COVID-19 City Services page (7/28/20) Cambridge to Expand Small Business Recycling Program in November 2020 (7/27/20) Vote by Mail in the 2020 Election (7/27/20) Cambridge Awards Over $1 Million in Grants to 106 Area Nonprofitsto Provide Services to Vulnerable Residents during COVID-19 (7/27/20) City of Cambridge Adds New Electric Vehicle Charging Stations for Public Use and Expands Electric Vehicle Fleet (7/24/20) Baker-Polito Administration Issues New Travel Order Effective August 1st (7/24/20) Due to overwhelming demand for testing, Cambridge Public Health Dept.",cambridge,Massachusetts
464,1234Next Scraping from https://www.cambridgema.gov/covid19/publichealth Public Health Case Count 1257 Cambridge residents who have tested positive for COVID-19 99 Confirmed COVID-19 deaths in Cambridge residents *as of 4:00 PM on August 16 View More Details ContactIf you have questions or concerns about COVID-19: Call the Massachusetts COVID-19 Information Line at 2-1-1.,cambridge,Massachusetts
465,"Media ContactSusan Feinberg, MPH Public Information Officer Cambridge Public Health Department 617-665-3833 sfeinberg@challiance.org Case Count 1257 Cambridge residents who have tested positive for COVID-19 99 Confirmed COVID-19 deaths in Cambridge residents *as of 4:00 PM on August 16 View More Details Message from the Public Health Department When going outside, it’s still extremely important to practice physical distancing by staying 6 feet from other people not in your household, wearing a face covering or mask, and washing your hands for at least 20 seconds when you get home.",cambridge,Massachusetts
466,Learn More Library Contactless holds pickup is available at the Main Library and the Central Square Branch.,cambridge,Massachusetts
467,Learn More Library Contactless holds pickup is available at the Main Library and the Central Square Branch.,cambridge,Massachusetts
468,"UPDATE - August 14: For the month of August, there will be mobile testing at the following sites: Field House at Russell Field (Rindge Ave) will offer testing on Wednesday, August 19 and Wednesday, August 26 from 10 a.m. - 8 p.m.",cambridge,Massachusetts
469,"The Pisani Center (131 Washington St) will offer testing on Saturday, August 22 and Saturday, August 29 from 11 a.m. - 7 p.m. We will be increasing testing capacity throughout the month of August.",cambridge,Massachusetts
470,"To schedule an appointment, call 617-665-3795 or sign-up online at https://covid-test.appointlet.com/s/cambridge No identification or Social Security Number is required.",cambridge,Massachusetts
471,"For detailed information on the stimulus funds being issued by the federal government, including eligibility, visit https://www.irs.gov/newsroom/economic-impact-payments-what-you-need-to-know You can check the status of your payment online at https://www.irs.gov/coronavirus/get-my-payment $j(window).load(function () { //Check to see if any FAQ needed to be forced open if ($j("".accordion .force"").length > 0) { $j("".accordion .force"").each(function () { //close all faqs in the current accordion $j(this).parent().accordion('option', { active: false }); //Show the answer of the forced faq $j(this).next('div').show(); }) } else { //Get the hash value in the url var FaqID = window.location.hash; //Check if value came back if (FaqID != """") { //Replace the lead hashtag so that just the id value is left FaqID = FaqID.replace('#', ''); //Check is the value is alpha-numeric and 32 characters long if (FaqID.match(""[a-zA-Z0-9]*$"")[0] != """" && FaqID.match(""[a-f0-9]*$"")[0].length == 32 && FaqID.replace('#', '').length == 32) { var foundFAQ = false; var count = 0; //Search for all the questions until we an id that matches the given id $j('.accordion > h3').each(function () { if ($j(this).attr(""id"") == FaqID) { foundFAQ = true; return false; } count++; }); if (foundFAQ) { //collapse all FAQs $j('.accordion').accordion('option', { active: false }); //Expand the question that was found $j('.accordion').accordion(""option"", ""active"", count); //reverse scroll setTimeout(function() { window.scrollBy(0,-60); }, 150); } } } //If there is more than 1 FAQ, inactivate all of them except for the first one else if ($j("".faq > .accordion"").length > 1) { $j("".faq:not(:first-of-type) .accordion"").accordion('option', { active: false }); } } }); Scraping from https://www.cambridgema.gov/cpl/aboutus/covid19updates COVID-19 and Reopening Updates Scraping from https://www.cambridgema.gov/covid19/updates Scraping from https://www.cambridgema.gov/covid19/News/2020/08/relocationoftemporaryemergencyshelter City of Cambridge to Relocate Temporary Emergency Shelter at War Memorial Recreation Center to 1575 Cambridge Street August 10, 2020 Cambridge City Manager Louis A. DePasquale announced today that the City of Cambridge has entered into an agreement with Spaulding Hospital-Cambridge, Inc. to create a City-funded temporary emergency homeless shelter in the east wing of the facility located at 1575 Cambridge Street.",cambridge,Massachusetts
472,This new temporary 57 bed shelter will replace the shelter currently located at the War Memorial Recreational Center and will serve as an adult homeless shelter for non-COVID-19-infected guests.,cambridge,Massachusetts
473,The first and second floors of the presently empty east wing will undergo renovations to prepare the site for the new temporary shelter which is expected to open in November.,cambridge,Massachusetts
474,"The War Memorial emergency shelter, which opened in April 2020, helped the City address the urgent needs of Cambridge residents who were experiencing homelessness during the rapidly evolving COVID-19 public health crisis that emerged this spring.",cambridge,Massachusetts
475,"The shelter was built with three distinct services areas, which included a quarantine area, isolation area, and shelter area for non-symptomatic persons experiencing homelessness who do not have access to day or overnight services.",cambridge,Massachusetts
476,"The Commonwealth of Massachusetts now provides quarantine and isolation facilities, and only the shelter for non-COVID-19 infected guests is currently being operated at the War Memorial site.",cambridge,Massachusetts
477,"“The War Memorial location was highly desirable due to its extensive space, proximity to the Cambridge Hospital, and ability to be quickly converted into a shelter.",cambridge,Massachusetts
478,"However, this space was always intended to be temporary and returned to the school department for academic use,” said Cambridge City Manager Louis A. DePasquale.",cambridge,Massachusetts
479,“I want to thank Spaulding Hospital for leasing the City part of its facility on Cambridge Street so that we can relocate the temporary emergency shelter from the Cambridge Rindge and Latin School campus.,cambridge,Massachusetts
480,"I want to especially recognize and thank Maureen Banks, President, Spaulding Rehabilitation Hospital Cambridge and David Storto, President, Spaulding Rehabilitation Network.",cambridge,Massachusetts
481,"Their commitment to this initiative and the Cambridge community were critical to reaching a successful agreement that will allow the City to continue supporting our most vulnerable populations for the duration of the pandemic.” “We have enjoyed a high degree of cohesiveness and community safety during operations of the War Memorial emergency shelter and we look forward to a seamless transition to Spaulding Hospital, where we remain committed to working with all stakeholders to ensure we maintain the highest overall levels of community safety,” said Cambridge Police Commissioner Branville G. Bard, Jr.",cambridge,Massachusetts
482,The War Memorial emergency shelter was set up to allow existing shelters to reduce overcrowding to make guests in all of Cambridge's shelters safer and to provide a site that guests who were leaving the shelters could move to.,cambridge,Massachusetts
483,The War Memorial also provided important shelter for guests who had been served by seasonal shelters that were closing such as the Warming Center and Harvard Square Homeless Shelter.,cambridge,Massachusetts
484,"“We are grateful to BayCove Human Services and to Healthcare for the Homeless who have provided a high level of services to our homeless guests and who will be continuing to provide the onsite services as the emergency shelter moves to Spaulding,“ said Assistant City Manager Ellen Semonoff.",cambridge,Massachusetts
485,"As part of the agreement between the City and Spaulding Hospital, the first and second floors of the east wing located at 1575 Cambridge will be leased, renovated and converted into a shelter space by the City.",cambridge,Massachusetts
486,The City of Cambridge will fund the entirety of the shelter operation.,cambridge,Massachusetts
487,This project is CARES Act funding eligible and the City expects to submit approximately $ 3.4 million for reimbursement to support this critical initiative.The City Manager and Commissioner of Public Health have issued an emergency order temporarily suspending enforcement of the Cambridge Zoning Ordinance at Spaulding Hospital to allow the space to be used as a homeless shelter.,cambridge,Massachusetts
488,"“By continuing to provide a Temporary Emergency Shelter for Cambridge residents experiencing homelessness, we will help prevent the spread of COVID-19 among our most vulnerable residents,” said Dr. Assaad Sayah, Commissioner of Public Health for the City of Cambridge.",cambridge,Massachusetts
489,"“The more we can do to keep all residents safely distanced, regardless of where they call home, the greater chance we have to prevent increased illness due to this epidemic.” As this new initiative gets underway, the City will be creating a dedicated webpage, phone number, and email address to respond to community questions or concerns.",cambridge,Massachusetts
490,"Scraping from https://www.cambridgema.gov/news/detail.aspx?path=/sitecore/content/home/cpl/aboutus/newsandannouncements/2020/08/finefreepilot Cambridge Public Library Launches Pilot to Eliminate Overdue Fines and Fees August 10, 2020 CAMBRIDGE, MA, August 10, 2020 – – The City of Cambridge is pleased to announce a pilot program at the Cambridge Public Library to eliminate overdue fines for the late return/renewal of materials and the elimination of loss/damaged item fees for children's and young adult's materials.",cambridge,Massachusetts
491,The elimination of Library fines will ensure equitable access to the great resources offered by the Library.,cambridge,Massachusetts
492,"""The Cambridge Public Library is a critical source for books and online resources for our residents,” said Louis A. DePasquale, Cambridge City Manager.",cambridge,Massachusetts
493,"“Now more than ever, we need to ensure that all members of the public have easy access to our library services.” Cambridge Public Library has long been fine free for children’s and young adult materials.",cambridge,Massachusetts
494,The new pilot will extend that policy to late adult materials and to lost or damaged children’s and young adult materials.,cambridge,Massachusetts
495,The Library has not been assessing any fines during the COVID-19 health crisis.,cambridge,Massachusetts
496,The one-year pilot will officially begin when library services return to normal post-COVID to allow for a review period.,cambridge,Massachusetts
497,Research has shown that low-income families identify fines as a barrier to their use of libraries and that there is no significant difference in overdue rates between libraries that charged fines and those that did not.,cambridge,Massachusetts
498,Fines and fees also disproportionately impact low-income families and neighborhoods.,cambridge,Massachusetts
499,"In January 2020, fines and fees in excess of $10 led to over 5,700 patrons being blocked from library use in Cambridge.",cambridge,Massachusetts
500,"“Our public libraries serve a vital role for our residents, particularly for our vulnerable communities,"" said Cambridge Mayor Sumbul Siddiqui, “We know that these fines provide a barrier to low-income families and disproportionally affect low-income neighborhoods.",cambridge,Massachusetts
501,"By removing these fines, I am hopeful that all of our residents can enjoy the magic of books at Cambridge public libraries without the fear of overdue fines.” “Our strategic plan calls on us to reduce barriers to access and take intentional action to create more equitable outcomes for the community members we serve,” stated Dr. Maria McCauley, Director of Libraries.",cambridge,Massachusetts
502,"“I am excited that the Library, with the leadership of the City Council and City Manager, is embarking on this significant step in support of access, equity and inclusion.” The Library will continue to assess and collect fees for lost or damaged items from the adult collection and fines specifically related to our agreements with other libraries outside of Cambridge, such as the Commonwealth Catalog and Interlibrary Loan programs.",cambridge,Massachusetts
503,"Scraping from https://www.cambridgema.gov/news/detail.aspx?path=/sitecore/content/home/cpl/aboutus/newsandannouncements/2020/08/checkouttechnologybeginningaugust10 Checkout Library Technology Beginning August 10 August 08, 2020 Cambridge, MA, August 7, 2020 ---- Cambridge Public Library will begin providing Chromebook Laptops for checkout through contactless holds pickup service on August 10, 2020.",cambridge,Massachusetts
504,This service is in keeping with CPL’s commitment to expand access to technology and other library resources during the COVID-19 health crisis.,cambridge,Massachusetts
505,"“Too many people in our community lack access to computers and connectivity in a time when such access is required more urgently than ever,” said Reinhard Engels, Manager of Technology and Innovation for the Cambridge Public Library.",cambridge,Massachusetts
506,“This is the first step in our Takeout Technology program.,cambridge,Massachusetts
507,"More Chromebooks and other devices, such as mobile hotspots for internet access, will be made available soon.” When the program launches, patrons will be able to borrow technology for up to two weeks with a one-time renewal if there are no existing holds for that type of device.",cambridge,Massachusetts
508,"Items available for checkout include: four different models of Chromebooks, a charging cable, mouse and carrying case.",cambridge,Massachusetts
509,"“The City is committed to addressing digital equity issues in Cambridge, and this new program is one example of how we are seeking to support residents during this ongoing pandemic,” said Louis A. DePasquale.",cambridge,Massachusetts
510,"“The Takeout Technology program builds on the City’s ongoing digital equity efforts, including our sponsorship program that will provide home internet connections to over 400 qualified Cambridge Public School families.",cambridge,Massachusetts
511,"I want to thank Cambridge Public Library staff for developing this important initiative.” Patrons will be able to request technology by calling the Main Library at 617-349-4040, providing their library card number, selecting their preferred device model, and scheduling a pickup time.",cambridge,Massachusetts
512,"Technology can be returned in the Oversized Items bin during our Contactless Pickup service hours, Monday-Wednesday 1:30-7 p.m. and Thursday-Saturday 9:30 a.m.-4 p.m. at the Main Library, 449 Broadway.",cambridge,Massachusetts
513,"“We know that many residents need access to technology for career development, job searches, family assistance and educational and recreational pursuits.” said Director of Libraries, Dr. Maria McCauley, “We are excited to launch checkout technology that will help residents.",cambridge,Massachusetts
514,"Patrons who need help getting started, or some assistance with navigating the device may call 617-349-4040 or email library staff at library@cambridgema.gov to set up a One-on-One Tech Help session.",cambridge,Massachusetts
515,The Chromebooks being distributed were made possible in part by a donation from Google.,cambridge,Massachusetts
516,"UPDATE - August 14: For the month of August, there will be mobile testing at the following sites: Field House at Russell Field (Rindge Ave) will offer testing on Wednesday, August 19 and Wednesday, August 26 from 10 a.m. - 8 p.m.",cambridge,Massachusetts
517,"The Pisani Center (131 Washington St) will offer testing on Saturday, August 22 and Saturday, August 29 from 11 a.m. - 7 p.m. We will be increasing testing capacity throughout the month of August.",cambridge,Massachusetts
518,"To schedule an appointment, call 617-665-3795 or sign-up online at https://covid-test.appointlet.com/s/cambridge No identification or Social Security Number is required.",cambridge,Massachusetts
519,"UPDATE - August 14: For the month of August, there will be mobile testing at the following sites: Field House at Russell Field (Rindge Ave) will offer testing on Wednesday, August 19 and Wednesday, August 26 from 10 a.m. - 8 p.m.",cambridge,Massachusetts
520,"The Pisani Center (131 Washington St) will offer testing on Saturday, August 22 and Saturday, August 29 from 11 a.m. - 7 p.m. We will be increasing testing capacity throughout the month of August.",cambridge,Massachusetts
521,"To schedule an appointment, call 617-665-3795 or sign-up online at https://covid-test.appointlet.com/s/cambridge No identification or Social Security Number is required.",cambridge,Massachusetts
522,"The drop box is available Monday to Thursday 8:30 a.m. to 4:45 p.m. For the primary, all ballots must arrive at the Cambridge Election Commission office by Tuesday, September 1st at 8 pm For the general election, ballots sent by mail must be postmarked by Tuesday, November 3rd and must arrive at the Cambridge Election Commission office by Friday, November 6th at 5 pm.",cambridge,Massachusetts
523,"UPDATE - August 14: For the month of August, there will be mobile testing at the following sites: Field House at Russell Field (Rindge Ave) will offer testing on Wednesday, August 19 and Wednesday, August 26 from 10 a.m. - 8 p.m.",cambridge,Massachusetts
524,"The Pisani Center (131 Washington St) will offer testing on Saturday, August 22 and Saturday, August 29 from 11 a.m. - 7 p.m. We will be increasing testing capacity throughout the month of August.",cambridge,Massachusetts
525,"To schedule an appointment, call 617-665-3795 or sign-up online at https://covid-test.appointlet.com/s/cambridge No identification or Social Security Number is required.",cambridge,Massachusetts
526,"UPDATE - August 14: For the month of August, there will be mobile testing at the following sites: Field House at Russell Field (Rindge Ave) will offer testing on Wednesday, August 19 and Wednesday, August 26 from 10 a.m. - 8 p.m.",cambridge,Massachusetts
527,"The Pisani Center (131 Washington St) will offer testing on Saturday, August 22 and Saturday, August 29 from 11 a.m. - 7 p.m. We will be increasing testing capacity throughout the month of August.",cambridge,Massachusetts
528,"To schedule an appointment, call 617-665-3795 or sign-up online at https://covid-test.appointlet.com/s/cambridge No identification or Social Security Number is required.",cambridge,Massachusetts
529,"UPDATE - August 14: For the month of August, there will be mobile testing at the following sites: Field House at Russell Field (Rindge Ave) will offer testing on Wednesday, August 19 and Wednesday, August 26 from 10 a.m. - 8 p.m.",cambridge,Massachusetts
530,"The Pisani Center (131 Washington St) will offer testing on Saturday, August 22 and Saturday, August 29 from 11 a.m. - 7 p.m. We will be increasing testing capacity throughout the month of August.",cambridge,Massachusetts
531,"To schedule an appointment, call 617-665-3795 or sign-up online at https://covid-test.appointlet.com/s/cambridge No identification or Social Security Number is required.",cambridge,Massachusetts
532,"UPDATE - August 14: For the month of August, there will be mobile testing at the following sites: Field House at Russell Field (Rindge Ave) will offer testing on Wednesday, August 19 and Wednesday, August 26 from 10 a.m. - 8 p.m.",cambridge,Massachusetts
533,"The Pisani Center (131 Washington St) will offer testing on Saturday, August 22 and Saturday, August 29 from 11 a.m. - 7 p.m. We will be increasing testing capacity throughout the month of August.",cambridge,Massachusetts
534,"To schedule an appointment, call 617-665-3795 or sign-up online at https://covid-test.appointlet.com/s/cambridge No identification or Social Security Number is required.",cambridge,Massachusetts
535,"UPDATE - August 14: For the month of August, there will be mobile testing at the following sites: Field House at Russell Field (Rindge Ave) will offer testing on Wednesday, August 19 and Wednesday, August 26 from 10 a.m. - 8 p.m.",cambridge,Massachusetts
536,"The Pisani Center (131 Washington St) will offer testing on Saturday, August 22 and Saturday, August 29 from 11 a.m. - 7 p.m. We will be increasing testing capacity throughout the month of August.",cambridge,Massachusetts
537,"To schedule an appointment, call 617-665-3795 or sign-up online at https://covid-test.appointlet.com/s/cambridge No identification or Social Security Number is required.",cambridge,Massachusetts
538,"UPDATE - August 14: For the month of August, there will be mobile testing at the following sites: Field House at Russell Field (Rindge Ave) will offer testing on Wednesday, August 19 and Wednesday, August 26 from 10 a.m. - 8 p.m.",cambridge,Massachusetts
539,"The Pisani Center (131 Washington St) will offer testing on Saturday, August 22 and Saturday, August 29 from 11 a.m. - 7 p.m. We will be increasing testing capacity throughout the month of August.",cambridge,Massachusetts
540,"To schedule an appointment, call 617-665-3795 or sign-up online at https://covid-test.appointlet.com/s/cambridge No identification or Social Security Number is required.",cambridge,Massachusetts
541,"UPDATE - August 14: For the month of August, there will be mobile testing at the following sites: Field House at Russell Field (Rindge Ave) will offer testing on Wednesday, August 19 and Wednesday, August 26 from 10 a.m. - 8 p.m.",cambridge,Massachusetts
542,"The Pisani Center (131 Washington St) will offer testing on Saturday, August 22 and Saturday, August 29 from 11 a.m. - 7 p.m. We will be increasing testing capacity throughout the month of August.",cambridge,Massachusetts
543,"To schedule an appointment, call 617-665-3795 or sign-up online at https://covid-test.appointlet.com/s/cambridge No identification or Social Security Number is required.",cambridge,Massachusetts
544,"UPDATE - August 14: For the month of August, there will be mobile testing at the following sites: Field House at Russell Field (Rindge Ave) will offer testing on Wednesday, August 19 and Wednesday, August 26 from 10 a.m. - 8 p.m.",cambridge,Massachusetts
545,"The Pisani Center (131 Washington St) will offer testing on Saturday, August 22 and Saturday, August 29 from 11 a.m. - 7 p.m. We will be increasing testing capacity throughout the month of August.",cambridge,Massachusetts
546,"To schedule an appointment, call 617-665-3795 or sign-up online at https://covid-test.appointlet.com/s/cambridge No identification or Social Security Number is required.",cambridge,Massachusetts
547,Learn More Library Contactless holds pickup is available at the Main Library and the Central Square Branch.,cambridge,Massachusetts
548,Learn More Library Contactless holds pickup is available at the Main Library and the Central Square Branch.,cambridge,Massachusetts
