sentence_num,diff_line,county,state
954,"The canine will help fire investigators conduct more thorough inspections of “black hole” fires and assist in the detection of ignitable liquids, which makes fire scenes safer for investigators who won’t need to remove respirators to detect ignitable liquids.",union,North Carolina
955,Fire samples will also be processed quicker by state laboratories since ATF and SBI canines receive the highest priority.,union,North Carolina
956,"The Union County Sheriff’s Office will provide general veterinarian services, except injury or sickness, for the canine, and the City of Charlotte Arson Task Force will provide up to $2,000 annually for five years to assist in offsetting costs, such as food.",union,North Carolina
957,Emergency Services will provide the funds needed to purchase a dog carrier to transport the canine.,union,North Carolina
958,"Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=182&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/county-donates-land-town-waxhaw County Donates Land to Town of Waxhaw Posted on January 5, 2016 January 5, 2016, Monroe, NC – Union County will donate approximately 3.523 acres at the Twelve Mile Creek Reclamation Facility on Kensington Drive to the Town of Waxhaw.",union,North Carolina
959,The Town of Waxhaw and the YMCA of Greater Charlotte have established a collaborative relationship with the goal of bringing a state of the art exercise facility and park to Union County.,union,North Carolina
960,"The plans include a 100,000 square foot YMCA facility along with an adjacent park that will accommodate YMCA recreational sports while doubling as park space for residents.",union,North Carolina
961,The donated parcel will be used for recreation athletic field space.,union,North Carolina
962,"Scraping from https://www.unioncountync.gov/news/county-donates-vehicles-community-shelter County Donates Vehicles to Community Shelter Posted on January 4, 2016 January 4, 2016, Monroe, NC – The Union County Board of Commissioners on Monday approved the donation of two surplus County vehicles, a 2001 Chevy Blazer and 2006 Ford Ranger, to the Union County Community Shelter.",union,North Carolina
963,The vehicles will be used by the Community Shelter for client and agency transportation services and to facilitate programs such as Home Again furniture donations for the newly housed homeless.,union,North Carolina
964,"Scraping from https://www.unioncountync.gov/news/county-apply-accelerant-detection-canine County to Apply for Accelerant Detection Canine Posted on January 4, 2016 January 4, 2016, Monroe, NC – Union County Emergency Services will apply for an accelerant detection canine from the United States Department of Justice, Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF).",union,North Carolina
965,"If the application is approved by ATF, one employee of the Fire Marshal’s division will undergo training and serve as the dog’s handler.",union,North Carolina
966,"Currently, there are only three accelerant canines in North Carolina, two NC-SBI canines in the Asheville and Raleigh areas and one ATF canine in Wilmington.",union,North Carolina
967,"An accelerant canine will enhance the Fire Marshal’s ability to more rapidly determine the presence of flammable or combustible liquids at fire scenes, reducing the hours investigators spend on scene.",union,North Carolina
968,"The canine will help fire investigators conduct more thorough inspections of “black hole” fires and assist in the detection of ignitable liquids, which makes fire scenes safer for investigators who won’t need to remove respirators to detect ignitable liquids.",union,North Carolina
969,Fire samples will also be processed quicker by state laboratories since ATF and SBI canines receive the highest priority.,union,North Carolina
970,"The Union County Sheriff’s Office will provide general veterinarian services, except injury or sickness, for the canine, and the City of Charlotte Arson Task Force will provide up to $2,000 annually for five years to assist in offsetting costs, such as food.",union,North Carolina
971,Emergency Services will provide the funds needed to purchase a dog carrier to transport the canine.,union,North Carolina
972,"Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=183&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/county-donates-land-town-waxhaw County Donates Land to Town of Waxhaw Posted on January 5, 2016 January 5, 2016, Monroe, NC – Union County will donate approximately 3.523 acres at the Twelve Mile Creek Reclamation Facility on Kensington Drive to the Town of Waxhaw.",union,North Carolina
973,The Town of Waxhaw and the YMCA of Greater Charlotte have established a collaborative relationship with the goal of bringing a state of the art exercise facility and park to Union County.,union,North Carolina
974,"The plans include a 100,000 square foot YMCA facility along with an adjacent park that will accommodate YMCA recreational sports while doubling as park space for residents.",union,North Carolina
975,The donated parcel will be used for recreation athletic field space.,union,North Carolina
976,"Scraping from https://www.unioncountync.gov/news/county-donates-vehicles-community-shelter County Donates Vehicles to Community Shelter Posted on January 4, 2016 January 4, 2016, Monroe, NC – The Union County Board of Commissioners on Monday approved the donation of two surplus County vehicles, a 2001 Chevy Blazer and 2006 Ford Ranger, to the Union County Community Shelter.",union,North Carolina
977,The vehicles will be used by the Community Shelter for client and agency transportation services and to facilitate programs such as Home Again furniture donations for the newly housed homeless.,union,North Carolina
978,"Scraping from https://www.unioncountync.gov/news/county-apply-accelerant-detection-canine County to Apply for Accelerant Detection Canine Posted on January 4, 2016 January 4, 2016, Monroe, NC – Union County Emergency Services will apply for an accelerant detection canine from the United States Department of Justice, Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF).",union,North Carolina
979,"If the application is approved by ATF, one employee of the Fire Marshal’s division will undergo training and serve as the dog’s handler.",union,North Carolina
980,"Currently, there are only three accelerant canines in North Carolina, two NC-SBI canines in the Asheville and Raleigh areas and one ATF canine in Wilmington.",union,North Carolina
981,"An accelerant canine will enhance the Fire Marshal’s ability to more rapidly determine the presence of flammable or combustible liquids at fire scenes, reducing the hours investigators spend on scene.",union,North Carolina
982,"The canine will help fire investigators conduct more thorough inspections of “black hole” fires and assist in the detection of ignitable liquids, which makes fire scenes safer for investigators who won’t need to remove respirators to detect ignitable liquids.",union,North Carolina
983,Fire samples will also be processed quicker by state laboratories since ATF and SBI canines receive the highest priority.,union,North Carolina
984,"The Union County Sheriff’s Office will provide general veterinarian services, except injury or sickness, for the canine, and the City of Charlotte Arson Task Force will provide up to $2,000 annually for five years to assist in offsetting costs, such as food.",union,North Carolina
985,Emergency Services will provide the funds needed to purchase a dog carrier to transport the canine.,union,North Carolina
986,"Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=184&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/county-donates-land-town-waxhaw County Donates Land to Town of Waxhaw Posted on January 5, 2016 January 5, 2016, Monroe, NC – Union County will donate approximately 3.523 acres at the Twelve Mile Creek Reclamation Facility on Kensington Drive to the Town of Waxhaw.",union,North Carolina
987,The Town of Waxhaw and the YMCA of Greater Charlotte have established a collaborative relationship with the goal of bringing a state of the art exercise facility and park to Union County.,union,North Carolina
988,"The plans include a 100,000 square foot YMCA facility along with an adjacent park that will accommodate YMCA recreational sports while doubling as park space for residents.",union,North Carolina
989,The donated parcel will be used for recreation athletic field space.,union,North Carolina
990,"Scraping from https://www.unioncountync.gov/news/county-donates-vehicles-community-shelter County Donates Vehicles to Community Shelter Posted on January 4, 2016 January 4, 2016, Monroe, NC – The Union County Board of Commissioners on Monday approved the donation of two surplus County vehicles, a 2001 Chevy Blazer and 2006 Ford Ranger, to the Union County Community Shelter.",union,North Carolina
991,The vehicles will be used by the Community Shelter for client and agency transportation services and to facilitate programs such as Home Again furniture donations for the newly housed homeless.,union,North Carolina
992,"Scraping from https://www.unioncountync.gov/news/county-apply-accelerant-detection-canine County to Apply for Accelerant Detection Canine Posted on January 4, 2016 January 4, 2016, Monroe, NC – Union County Emergency Services will apply for an accelerant detection canine from the United States Department of Justice, Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF).",union,North Carolina
993,"If the application is approved by ATF, one employee of the Fire Marshal’s division will undergo training and serve as the dog’s handler.",union,North Carolina
994,"Currently, there are only three accelerant canines in North Carolina, two NC-SBI canines in the Asheville and Raleigh areas and one ATF canine in Wilmington.",union,North Carolina
995,"An accelerant canine will enhance the Fire Marshal’s ability to more rapidly determine the presence of flammable or combustible liquids at fire scenes, reducing the hours investigators spend on scene.",union,North Carolina
996,"The canine will help fire investigators conduct more thorough inspections of “black hole” fires and assist in the detection of ignitable liquids, which makes fire scenes safer for investigators who won’t need to remove respirators to detect ignitable liquids.",union,North Carolina
997,Fire samples will also be processed quicker by state laboratories since ATF and SBI canines receive the highest priority.,union,North Carolina
998,"The Union County Sheriff’s Office will provide general veterinarian services, except injury or sickness, for the canine, and the City of Charlotte Arson Task Force will provide up to $2,000 annually for five years to assist in offsetting costs, such as food.",union,North Carolina
999,Emergency Services will provide the funds needed to purchase a dog carrier to transport the canine.,union,North Carolina
1000,"Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=185&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/county-donates-land-town-waxhaw County Donates Land to Town of Waxhaw Posted on January 5, 2016 January 5, 2016, Monroe, NC – Union County will donate approximately 3.523 acres at the Twelve Mile Creek Reclamation Facility on Kensington Drive to the Town of Waxhaw.",union,North Carolina
1001,The Town of Waxhaw and the YMCA of Greater Charlotte have established a collaborative relationship with the goal of bringing a state of the art exercise facility and park to Union County.,union,North Carolina
1002,"The plans include a 100,000 square foot YMCA facility along with an adjacent park that will accommodate YMCA recreational sports while doubling as park space for residents.",union,North Carolina
1003,The donated parcel will be used for recreation athletic field space.,union,North Carolina
1004,"Scraping from https://www.unioncountync.gov/news/county-donates-vehicles-community-shelter County Donates Vehicles to Community Shelter Posted on January 4, 2016 January 4, 2016, Monroe, NC – The Union County Board of Commissioners on Monday approved the donation of two surplus County vehicles, a 2001 Chevy Blazer and 2006 Ford Ranger, to the Union County Community Shelter.",union,North Carolina
1005,The vehicles will be used by the Community Shelter for client and agency transportation services and to facilitate programs such as Home Again furniture donations for the newly housed homeless.,union,North Carolina
1006,"Scraping from https://www.unioncountync.gov/news/county-apply-accelerant-detection-canine County to Apply for Accelerant Detection Canine Posted on January 4, 2016 January 4, 2016, Monroe, NC – Union County Emergency Services will apply for an accelerant detection canine from the United States Department of Justice, Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF).",union,North Carolina
1007,"If the application is approved by ATF, one employee of the Fire Marshal’s division will undergo training and serve as the dog’s handler.",union,North Carolina
1008,"Currently, there are only three accelerant canines in North Carolina, two NC-SBI canines in the Asheville and Raleigh areas and one ATF canine in Wilmington.",union,North Carolina
1009,"An accelerant canine will enhance the Fire Marshal’s ability to more rapidly determine the presence of flammable or combustible liquids at fire scenes, reducing the hours investigators spend on scene.",union,North Carolina
1010,"The canine will help fire investigators conduct more thorough inspections of “black hole” fires and assist in the detection of ignitable liquids, which makes fire scenes safer for investigators who won’t need to remove respirators to detect ignitable liquids.",union,North Carolina
1011,Fire samples will also be processed quicker by state laboratories since ATF and SBI canines receive the highest priority.,union,North Carolina
1012,"The Union County Sheriff’s Office will provide general veterinarian services, except injury or sickness, for the canine, and the City of Charlotte Arson Task Force will provide up to $2,000 annually for five years to assist in offsetting costs, such as food.",union,North Carolina
1013,Emergency Services will provide the funds needed to purchase a dog carrier to transport the canine.,union,North Carolina
1014,"Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=186&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/county-donates-land-town-waxhaw County Donates Land to Town of Waxhaw Posted on January 5, 2016 January 5, 2016, Monroe, NC – Union County will donate approximately 3.523 acres at the Twelve Mile Creek Reclamation Facility on Kensington Drive to the Town of Waxhaw.",union,North Carolina
1015,The Town of Waxhaw and the YMCA of Greater Charlotte have established a collaborative relationship with the goal of bringing a state of the art exercise facility and park to Union County.,union,North Carolina
1016,"The plans include a 100,000 square foot YMCA facility along with an adjacent park that will accommodate YMCA recreational sports while doubling as park space for residents.",union,North Carolina
1017,The donated parcel will be used for recreation athletic field space.,union,North Carolina
1018,"Scraping from https://www.unioncountync.gov/news/county-donates-vehicles-community-shelter County Donates Vehicles to Community Shelter Posted on January 4, 2016 January 4, 2016, Monroe, NC – The Union County Board of Commissioners on Monday approved the donation of two surplus County vehicles, a 2001 Chevy Blazer and 2006 Ford Ranger, to the Union County Community Shelter.",union,North Carolina
1019,The vehicles will be used by the Community Shelter for client and agency transportation services and to facilitate programs such as Home Again furniture donations for the newly housed homeless.,union,North Carolina
1020,"Scraping from https://www.unioncountync.gov/news/county-apply-accelerant-detection-canine County to Apply for Accelerant Detection Canine Posted on January 4, 2016 January 4, 2016, Monroe, NC – Union County Emergency Services will apply for an accelerant detection canine from the United States Department of Justice, Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF).",union,North Carolina
1021,"If the application is approved by ATF, one employee of the Fire Marshal’s division will undergo training and serve as the dog’s handler.",union,North Carolina
1022,"Currently, there are only three accelerant canines in North Carolina, two NC-SBI canines in the Asheville and Raleigh areas and one ATF canine in Wilmington.",union,North Carolina
1023,"An accelerant canine will enhance the Fire Marshal’s ability to more rapidly determine the presence of flammable or combustible liquids at fire scenes, reducing the hours investigators spend on scene.",union,North Carolina
1024,"The canine will help fire investigators conduct more thorough inspections of “black hole” fires and assist in the detection of ignitable liquids, which makes fire scenes safer for investigators who won’t need to remove respirators to detect ignitable liquids.",union,North Carolina
1025,Fire samples will also be processed quicker by state laboratories since ATF and SBI canines receive the highest priority.,union,North Carolina
1026,"The Union County Sheriff’s Office will provide general veterinarian services, except injury or sickness, for the canine, and the City of Charlotte Arson Task Force will provide up to $2,000 annually for five years to assist in offsetting costs, such as food.",union,North Carolina
1027,Emergency Services will provide the funds needed to purchase a dog carrier to transport the canine.,union,North Carolina
1028,"Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=187&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/county-donates-land-town-waxhaw County Donates Land to Town of Waxhaw Posted on January 5, 2016 January 5, 2016, Monroe, NC – Union County will donate approximately 3.523 acres at the Twelve Mile Creek Reclamation Facility on Kensington Drive to the Town of Waxhaw.",union,North Carolina
1029,The Town of Waxhaw and the YMCA of Greater Charlotte have established a collaborative relationship with the goal of bringing a state of the art exercise facility and park to Union County.,union,North Carolina
1030,"The plans include a 100,000 square foot YMCA facility along with an adjacent park that will accommodate YMCA recreational sports while doubling as park space for residents.",union,North Carolina
1031,The donated parcel will be used for recreation athletic field space.,union,North Carolina
1032,"Scraping from https://www.unioncountync.gov/news/county-donates-vehicles-community-shelter County Donates Vehicles to Community Shelter Posted on January 4, 2016 January 4, 2016, Monroe, NC – The Union County Board of Commissioners on Monday approved the donation of two surplus County vehicles, a 2001 Chevy Blazer and 2006 Ford Ranger, to the Union County Community Shelter.",union,North Carolina
1033,The vehicles will be used by the Community Shelter for client and agency transportation services and to facilitate programs such as Home Again furniture donations for the newly housed homeless.,union,North Carolina
1034,"Scraping from https://www.unioncountync.gov/news/county-apply-accelerant-detection-canine County to Apply for Accelerant Detection Canine Posted on January 4, 2016 January 4, 2016, Monroe, NC – Union County Emergency Services will apply for an accelerant detection canine from the United States Department of Justice, Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF).",union,North Carolina
1035,"If the application is approved by ATF, one employee of the Fire Marshal’s division will undergo training and serve as the dog’s handler.",union,North Carolina
1036,"Currently, there are only three accelerant canines in North Carolina, two NC-SBI canines in the Asheville and Raleigh areas and one ATF canine in Wilmington.",union,North Carolina
1037,"An accelerant canine will enhance the Fire Marshal’s ability to more rapidly determine the presence of flammable or combustible liquids at fire scenes, reducing the hours investigators spend on scene.",union,North Carolina
1038,"The canine will help fire investigators conduct more thorough inspections of “black hole” fires and assist in the detection of ignitable liquids, which makes fire scenes safer for investigators who won’t need to remove respirators to detect ignitable liquids.",union,North Carolina
1039,Fire samples will also be processed quicker by state laboratories since ATF and SBI canines receive the highest priority.,union,North Carolina
1040,"The Union County Sheriff’s Office will provide general veterinarian services, except injury or sickness, for the canine, and the City of Charlotte Arson Task Force will provide up to $2,000 annually for five years to assist in offsetting costs, such as food.",union,North Carolina
1041,Emergency Services will provide the funds needed to purchase a dog carrier to transport the canine.,union,North Carolina
1042,"Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=188&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/county-donates-land-town-waxhaw County Donates Land to Town of Waxhaw Posted on January 5, 2016 January 5, 2016, Monroe, NC – Union County will donate approximately 3.523 acres at the Twelve Mile Creek Reclamation Facility on Kensington Drive to the Town of Waxhaw.",union,North Carolina
1043,The Town of Waxhaw and the YMCA of Greater Charlotte have established a collaborative relationship with the goal of bringing a state of the art exercise facility and park to Union County.,union,North Carolina
1044,"The plans include a 100,000 square foot YMCA facility along with an adjacent park that will accommodate YMCA recreational sports while doubling as park space for residents.",union,North Carolina
1045,The donated parcel will be used for recreation athletic field space.,union,North Carolina
1046,"Scraping from https://www.unioncountync.gov/news/county-donates-vehicles-community-shelter County Donates Vehicles to Community Shelter Posted on January 4, 2016 January 4, 2016, Monroe, NC – The Union County Board of Commissioners on Monday approved the donation of two surplus County vehicles, a 2001 Chevy Blazer and 2006 Ford Ranger, to the Union County Community Shelter.",union,North Carolina
1047,The vehicles will be used by the Community Shelter for client and agency transportation services and to facilitate programs such as Home Again furniture donations for the newly housed homeless.,union,North Carolina
1048,"Scraping from https://www.unioncountync.gov/news/county-apply-accelerant-detection-canine County to Apply for Accelerant Detection Canine Posted on January 4, 2016 January 4, 2016, Monroe, NC – Union County Emergency Services will apply for an accelerant detection canine from the United States Department of Justice, Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF).",union,North Carolina
1049,"If the application is approved by ATF, one employee of the Fire Marshal’s division will undergo training and serve as the dog’s handler.",union,North Carolina
1050,"Currently, there are only three accelerant canines in North Carolina, two NC-SBI canines in the Asheville and Raleigh areas and one ATF canine in Wilmington.",union,North Carolina
1051,"An accelerant canine will enhance the Fire Marshal’s ability to more rapidly determine the presence of flammable or combustible liquids at fire scenes, reducing the hours investigators spend on scene.",union,North Carolina
1052,"The canine will help fire investigators conduct more thorough inspections of “black hole” fires and assist in the detection of ignitable liquids, which makes fire scenes safer for investigators who won’t need to remove respirators to detect ignitable liquids.",union,North Carolina
1053,Fire samples will also be processed quicker by state laboratories since ATF and SBI canines receive the highest priority.,union,North Carolina
1054,"The Union County Sheriff’s Office will provide general veterinarian services, except injury or sickness, for the canine, and the City of Charlotte Arson Task Force will provide up to $2,000 annually for five years to assist in offsetting costs, such as food.",union,North Carolina
1055,Emergency Services will provide the funds needed to purchase a dog carrier to transport the canine.,union,North Carolina
1056,"Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=189&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/county-donates-land-town-waxhaw County Donates Land to Town of Waxhaw Posted on January 5, 2016 January 5, 2016, Monroe, NC – Union County will donate approximately 3.523 acres at the Twelve Mile Creek Reclamation Facility on Kensington Drive to the Town of Waxhaw.",union,North Carolina
1057,The Town of Waxhaw and the YMCA of Greater Charlotte have established a collaborative relationship with the goal of bringing a state of the art exercise facility and park to Union County.,union,North Carolina
1058,"The plans include a 100,000 square foot YMCA facility along with an adjacent park that will accommodate YMCA recreational sports while doubling as park space for residents.",union,North Carolina
1059,The donated parcel will be used for recreation athletic field space.,union,North Carolina
1060,"Scraping from https://www.unioncountync.gov/news/county-donates-vehicles-community-shelter County Donates Vehicles to Community Shelter Posted on January 4, 2016 January 4, 2016, Monroe, NC – The Union County Board of Commissioners on Monday approved the donation of two surplus County vehicles, a 2001 Chevy Blazer and 2006 Ford Ranger, to the Union County Community Shelter.",union,North Carolina
1061,The vehicles will be used by the Community Shelter for client and agency transportation services and to facilitate programs such as Home Again furniture donations for the newly housed homeless.,union,North Carolina
1062,"Scraping from https://www.unioncountync.gov/news/county-apply-accelerant-detection-canine County to Apply for Accelerant Detection Canine Posted on January 4, 2016 January 4, 2016, Monroe, NC – Union County Emergency Services will apply for an accelerant detection canine from the United States Department of Justice, Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF).",union,North Carolina
1063,"If the application is approved by ATF, one employee of the Fire Marshal’s division will undergo training and serve as the dog’s handler.",union,North Carolina
1064,"Currently, there are only three accelerant canines in North Carolina, two NC-SBI canines in the Asheville and Raleigh areas and one ATF canine in Wilmington.",union,North Carolina
1065,"An accelerant canine will enhance the Fire Marshal’s ability to more rapidly determine the presence of flammable or combustible liquids at fire scenes, reducing the hours investigators spend on scene.",union,North Carolina
1066,"The canine will help fire investigators conduct more thorough inspections of “black hole” fires and assist in the detection of ignitable liquids, which makes fire scenes safer for investigators who won’t need to remove respirators to detect ignitable liquids.",union,North Carolina
1067,Fire samples will also be processed quicker by state laboratories since ATF and SBI canines receive the highest priority.,union,North Carolina
1068,"The Union County Sheriff’s Office will provide general veterinarian services, except injury or sickness, for the canine, and the City of Charlotte Arson Task Force will provide up to $2,000 annually for five years to assist in offsetting costs, such as food.",union,North Carolina
1069,Emergency Services will provide the funds needed to purchase a dog carrier to transport the canine.,union,North Carolina
1070,"Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=190&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/county-donates-land-town-waxhaw County Donates Land to Town of Waxhaw Posted on January 5, 2016 January 5, 2016, Monroe, NC – Union County will donate approximately 3.523 acres at the Twelve Mile Creek Reclamation Facility on Kensington Drive to the Town of Waxhaw.",union,North Carolina
1071,The Town of Waxhaw and the YMCA of Greater Charlotte have established a collaborative relationship with the goal of bringing a state of the art exercise facility and park to Union County.,union,North Carolina
1072,"The plans include a 100,000 square foot YMCA facility along with an adjacent park that will accommodate YMCA recreational sports while doubling as park space for residents.",union,North Carolina
1073,The donated parcel will be used for recreation athletic field space.,union,North Carolina
1074,"Scraping from https://www.unioncountync.gov/news/county-donates-vehicles-community-shelter County Donates Vehicles to Community Shelter Posted on January 4, 2016 January 4, 2016, Monroe, NC – The Union County Board of Commissioners on Monday approved the donation of two surplus County vehicles, a 2001 Chevy Blazer and 2006 Ford Ranger, to the Union County Community Shelter.",union,North Carolina
1075,The vehicles will be used by the Community Shelter for client and agency transportation services and to facilitate programs such as Home Again furniture donations for the newly housed homeless.,union,North Carolina
1076,"Scraping from https://www.unioncountync.gov/news/county-apply-accelerant-detection-canine County to Apply for Accelerant Detection Canine Posted on January 4, 2016 January 4, 2016, Monroe, NC – Union County Emergency Services will apply for an accelerant detection canine from the United States Department of Justice, Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF).",union,North Carolina
1077,"If the application is approved by ATF, one employee of the Fire Marshal’s division will undergo training and serve as the dog’s handler.",union,North Carolina
1078,"Currently, there are only three accelerant canines in North Carolina, two NC-SBI canines in the Asheville and Raleigh areas and one ATF canine in Wilmington.",union,North Carolina
1079,"An accelerant canine will enhance the Fire Marshal’s ability to more rapidly determine the presence of flammable or combustible liquids at fire scenes, reducing the hours investigators spend on scene.",union,North Carolina
1080,"The canine will help fire investigators conduct more thorough inspections of “black hole” fires and assist in the detection of ignitable liquids, which makes fire scenes safer for investigators who won’t need to remove respirators to detect ignitable liquids.",union,North Carolina
1081,Fire samples will also be processed quicker by state laboratories since ATF and SBI canines receive the highest priority.,union,North Carolina
1082,"The Union County Sheriff’s Office will provide general veterinarian services, except injury or sickness, for the canine, and the City of Charlotte Arson Task Force will provide up to $2,000 annually for five years to assist in offsetting costs, such as food.",union,North Carolina
1083,Emergency Services will provide the funds needed to purchase a dog carrier to transport the canine.,union,North Carolina
1084,"Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=191&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/county-donates-land-town-waxhaw County Donates Land to Town of Waxhaw Posted on January 5, 2016 January 5, 2016, Monroe, NC – Union County will donate approximately 3.523 acres at the Twelve Mile Creek Reclamation Facility on Kensington Drive to the Town of Waxhaw.",union,North Carolina
1085,The Town of Waxhaw and the YMCA of Greater Charlotte have established a collaborative relationship with the goal of bringing a state of the art exercise facility and park to Union County.,union,North Carolina
1086,"The plans include a 100,000 square foot YMCA facility along with an adjacent park that will accommodate YMCA recreational sports while doubling as park space for residents.",union,North Carolina
1087,The donated parcel will be used for recreation athletic field space.,union,North Carolina
1088,"Scraping from https://www.unioncountync.gov/news/county-donates-vehicles-community-shelter County Donates Vehicles to Community Shelter Posted on January 4, 2016 January 4, 2016, Monroe, NC – The Union County Board of Commissioners on Monday approved the donation of two surplus County vehicles, a 2001 Chevy Blazer and 2006 Ford Ranger, to the Union County Community Shelter.",union,North Carolina
1089,The vehicles will be used by the Community Shelter for client and agency transportation services and to facilitate programs such as Home Again furniture donations for the newly housed homeless.,union,North Carolina
1090,"Scraping from https://www.unioncountync.gov/news/county-apply-accelerant-detection-canine County to Apply for Accelerant Detection Canine Posted on January 4, 2016 January 4, 2016, Monroe, NC – Union County Emergency Services will apply for an accelerant detection canine from the United States Department of Justice, Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF).",union,North Carolina
1091,"If the application is approved by ATF, one employee of the Fire Marshal’s division will undergo training and serve as the dog’s handler.",union,North Carolina
1092,"Currently, there are only three accelerant canines in North Carolina, two NC-SBI canines in the Asheville and Raleigh areas and one ATF canine in Wilmington.",union,North Carolina
1093,"An accelerant canine will enhance the Fire Marshal’s ability to more rapidly determine the presence of flammable or combustible liquids at fire scenes, reducing the hours investigators spend on scene.",union,North Carolina
1094,"The canine will help fire investigators conduct more thorough inspections of “black hole” fires and assist in the detection of ignitable liquids, which makes fire scenes safer for investigators who won’t need to remove respirators to detect ignitable liquids.",union,North Carolina
1095,Fire samples will also be processed quicker by state laboratories since ATF and SBI canines receive the highest priority.,union,North Carolina
1096,"The Union County Sheriff’s Office will provide general veterinarian services, except injury or sickness, for the canine, and the City of Charlotte Arson Task Force will provide up to $2,000 annually for five years to assist in offsetting costs, such as food.",union,North Carolina
1097,Emergency Services will provide the funds needed to purchase a dog carrier to transport the canine.,union,North Carolina
1098,"Scraping from https://www.unioncountync.gov/news/county-facilities-closed-independence-day?ccm_paging_p=192&ccm_order_by=&ccm_order_by_direction= Scraping from https://www.unioncountync.gov/news/county-donates-land-town-waxhaw County Donates Land to Town of Waxhaw Posted on January 5, 2016 January 5, 2016, Monroe, NC – Union County will donate approximately 3.523 acres at the Twelve Mile Creek Reclamation Facility on Kensington Drive to the Town of Waxhaw.",union,North Carolina
1099,The Town of Waxhaw and the YMCA of Greater Charlotte have established a collaborative relationship with the goal of bringing a state of the art exercise facility and park to Union County.,union,North Carolina
1100,"The plans include a 100,000 square foot YMCA facility along with an adjacent park that will accommodate YMCA recreational sports while doubling as park space for residents.",union,North Carolina
1101,The donated parcel will be used for recreation athletic field space.,union,North Carolina
1102,"Scraping from https://www.unioncountync.gov/news/county-donates-vehicles-community-shelter County Donates Vehicles to Community Shelter Posted on January 4, 2016 January 4, 2016, Monroe, NC – The Union County Board of Commissioners on Monday approved the donation of two surplus County vehicles, a 2001 Chevy Blazer and 2006 Ford Ranger, to the Union County Community Shelter.",union,North Carolina
1103,The vehicles will be used by the Community Shelter for client and agency transportation services and to facilitate programs such as Home Again furniture donations for the newly housed homeless.,union,North Carolina
1104,"Scraping from https://www.unioncountync.gov/news/county-apply-accelerant-detection-canine County to Apply for Accelerant Detection Canine Posted on January 4, 2016 January 4, 2016, Monroe, NC – Union County Emergency Services will apply for an accelerant detection canine from the United States Department of Justice, Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF).",union,North Carolina
1105,"If the application is approved by ATF, one employee of the Fire Marshal’s division will undergo training and serve as the dog’s handler.",union,North Carolina
1106,"Currently, there are only three accelerant canines in North Carolina, two NC-SBI canines in the Asheville and Raleigh areas and one ATF canine in Wilmington.",union,North Carolina
1107,"An accelerant canine will enhance the Fire Marshal’s ability to more rapidly determine the presence of flammable or combustible liquids at fire scenes, reducing the hours investigators spend on scene.",union,North Carolina
1108,"The canine will help fire investigators conduct more thorough inspections of “black hole” fires and assist in the detection of ignitable liquids, which makes fire scenes safer for investigators who won’t need to remove respirators to detect ignitable liquids.",union,North Carolina
1109,Fire samples will also be processed quicker by state laboratories since ATF and SBI canines receive the highest priority.,union,North Carolina
