sentence_num,diff_line,county,state
447,This includes:  Talking with the confirmed case about where they were during their infectious period and who they may have had contact with for more than 10 minutes in a space of less than 6 feet.,whatcom,Washington
448," Reaching out directly to close contacts of the confirmed case to let them know of their potential exposure to a person with COVID-19, advising them about steps to prevent infecting others, and explaining what they should do to take care of themselves.",whatcom,Washington
449,"In their follow-up with close contacts, disease investigators determine if close contacts have any symptoms of COVID-19 and instruct them on precautions to take to avoid spreading illness.",whatcom,Washington
450," If a close contact has symptoms of COVID-19, they are instructed to isolate themselves at home for at least 7 days or 72 hours (3 days) after fever and other symptoms resolve, whichever is longer.",whatcom,Washington
451," If they do not have symptoms of COVID-19, they are told to monitor their health for fever, cough and shortness of breath during the 14 days after the last day they were in close contact with the sick person with COVID-19.",whatcom,Washington
452,"They are instructed to not go to work or school, and to avoid public places for 14 days.",whatcom,Washington
453,"If during the investigation the Whatcom County Health Department identifies a public place where members of the public could have been exposed, public health officials notify the public of the location and time of the potential exposure.",whatcom,Washington
454,"“Investigating where and how people could have been exposed to a confirmed case of COVID-19 is an important part of our strategy in managing this outbreak,” said Dr. Greg Stern.",whatcom,Washington
455,“We investigate where and how people could have been exposed to confirmed cases in order to break the chain of transmission.,whatcom,Washington
456,"However, COVID-19 is here in our community, and everything individuals and organizations do to prevent spread of the virus that causes COVID-19 will help.” (more…) 509 Girard Street Bellingham, WA 98225-4005 1500 North State Street 360 .778.6000 | FAX 360.778.6001 Bellingham, WA 98225-4551 WhatcomCountyHealth 360.778.6100 | FAX 360.778.6101 WhatcomCoHealth www.whatcomcounty.us/health WHATCOM COUNTY Kathleen Roy, Assistant Director Health Department Greg Stern, M.D., Health Officer For more information on novel coronavirus This is an emerging outbreak with rapidly evolving information.",whatcom,Washington
457,Updates will be made as new information is available on the DOH website and Whatcom County Health Department’s website.,whatcom,Washington
458,"These websites include information for individuals, community organizations, schools and childcare facilities.",whatcom,Washington
459,Websites are being updated as new information becomes available.,whatcom,Washington
460,"Questions for WCHD can also be emailed to covid@co.whatcom.wa.us ### 509 Girard Street Bellingham, WA 98225-4005 1500 North State Street 360 .778.6000 | FAX 360.778.6001 Bellingham, WA 98225-4551 WhatcomCountyHealth 360.778.6100 | FAX 360.778.6101 WhatcomCoHealth www.whatcomcounty.us/health",whatcom,Washington
461,"NOTE: this version corrects the lab name, which was inaccurate in the original version.",whatcom,Washington
462,Northwest Labs is accurate.,whatcom,Washington
463,"FOR IMMEDIATE RELEASE April 3, 2020 Media Contact: Claudia Murphy, WUC Public Information Officer Phone: (360) 815-2701 E-mail address: WUC_JIC@co.whatcom.wa.us Rapid Testing for High Priority Populations now available from Whatcom County Health Department BELLINGHAM, WA - Whatcom County Health Department (WCHD) is now operating a drive-through COVID-19 testing site for high priority populations in a partnership with Northwest Labs.",whatcom,Washington
464,WCHD’s rapid testing team is responding to high priority testing needs with on-site testing at congregate living facilities for high-risk adults.,whatcom,Washington
465,"“By creating these opportunities for priority population testing, the Health Department aims to free up capacity at other medical provider or clinical agency testing locations for the public,” said Cindy Hollinsworth, Communicable Disease and Epidemiology manager at WCHD.",whatcom,Washington
466,Testing at the WCHD drive-through site is only available by referral from a healthcare provider once the provider has determined an individual should be tested.,whatcom,Washington
467,Healthcare providers must order the tests from the WCHD directly; patients cannot request testing themselves.,whatcom,Washington
468,"High priority populations for testing by WCHD include people with symptoms of COVID-19 who: • work in healthcare or public safety sectors; • live or work in an institutional or congregate living setting; • are employed in essential services, such as grocery stores, pharmacies, public utilities, etc.",whatcom,Washington
469,"; and, • are at risk for severe illness (people over 60, people with underlying health conditions, and people who are pregnant).",whatcom,Washington
470,Results from specimens collected through the WCHD drive-through site and rapid on-site response are anticipated to be provided within 24 hours of shipment to the lab.,whatcom,Washington
471,"Whatcom County Health Department has worked diligently to support this increased testing capacity, and will continue to explore avenues for increased testing.",whatcom,Washington
472,Photo by John Meloy ###,whatcom,Washington
473,"WHATCOM COUNTY Erika Lautenbach, Director Health Department Greg Stern, M.D., Health Officer FOR IMMEDIATE RELEASE May 29, 2020 Media Contact: Claudia Murphy, Whatcom Unified Command PIO Phone: (360) 815-2701 E-mail address: WUC_JIC@co.whatcom.wa.us Confirmed COVID-19 Case aboard Fishing Vessel in Whatcom County, MAY 29 BELLINGHAM, WA – On Thursday, May 28, 2020, a fishing vessel from American Seafoods docked in Bellingham.",whatcom,Washington
474,"An ill crew member was transported to PeaceHealth St. Joseph Medical Center in Bellingham, tested positive for COVID-19, and was admitted to the hospital today for further treatment.",whatcom,Washington
475,The crew member reported symptoms as the vessel came into Bellingham on Thursday evening.,whatcom,Washington
476,The crew member was transported to the Peace Health this morning.,whatcom,Washington
477,American Seafoods is proactively taking other crew members who were close contacts to a quarantine facility in King County and retesting them.,whatcom,Washington
478,"According to American Seafoods, the company has a response plan in the event of COVID-19 and it was activated.",whatcom,Washington
479,"The company’s plan includes testing all crew members on board, as well as agreements with an isolation and quarantine facility in King County.",whatcom,Washington
480,American Seafoods is working closely with the Whatcom County Health Department to develop additional strategies to mitigate and prevent further spread of the disease.,whatcom,Washington
481,"“While it’s concerning to see positive COVID cases in a communal setting like this, the company has a planned response and is proactively working to test and protect other crew members,” said Erika Lautenbach, Whatcom County Health Department Director.",whatcom,Washington
482,"“The sick crew member is receiving great care at PeaceHealth and the Health Department is working with the company and our public health and healthcare partners to quickly and comprehensively address this outbreak.” The U.S. Coast Guard, U.S. Centers for Disease Control and the Port of Bellingham have all been notified and are engaged.",whatcom,Washington
483,"As this is a current and rapidly evolving situation, there will be no further information available this evening.",whatcom,Washington
484,Whatcom County Unified Command or the Whatcom County Health Department will provide updates as more information is available.,whatcom,Washington
485,"### Bellingham,5 W09A G 9ir8a2r2d5 S-4tr0e0e5t 1500 North State Street Bellingham, WA 98225-4551 360.778.6000 | FAX 360.778.6001 360.778.6100 | FAX 360.778.6101 WhatcomCountyHealth www.whatcomcounty.us/health WhatcomCoHealth",whatcom,Washington
486,"WHATCOM COUNTY Regina A. Delahunt, Director Health Department Greg Stern, M.D., Health Officer FOR IMMEDIATE RELEASE March 2, 2020 Media Contact: Melissa Morin, Communications Specialist Phone: (360) 778-6022; (360) 594-2504 E-mail address: mmorin@whatcomcounty.us WCHD RECOMMENDING PERSONAL PREVENTION, NOT CLOSURES BELLINGHAM, WA - The Whatcom County Health Department (WCHD) is reminding Whatcom residents to take steps to protect their health and prevent the spread of COVID-19 and other respiratory infections.",whatcom,Washington
487,"At this time, WCHD is not recommending other community-based strategies for infection control, such as school closures or canceling large public gatherings or events.",whatcom,Washington
488,No cases of COVID-19 have been confirmed in Whatcom County as of Monday afternoon.,whatcom,Washington
489,"“We understand that people are concerned about the spread of COVID-19 in our region, and it’s likely that we will see more cases of COVID-19 in the days and weeks to come,” said Dr. Greg Stern, Whatcom County Health Officer.",whatcom,Washington
490,“We are urging community members to practice personal prevention steps such as washing hands frequently and staying home when sick.,whatcom,Washington
491,"These actions help to not only keep individuals healthy, but are also important to help slow the spread of disease through our community.” PERSONAL PREVENTION STEPS: Everyone should take simple steps to prevent the spread of COVID-19 and other respiratory illnesses:  Wash your hands frequently.",whatcom,Washington
492, Avoid touching your face.,whatcom,Washington
493," Cough and sneeze into a bent elbow or tissue, then throw away the tissue.",whatcom,Washington
494, Avoid close contact with people who are sick.,whatcom,Washington
495, Stay home when you or a family member is sick.,whatcom,Washington
496, Clean and disinfect frequently used objects and surfaces.,whatcom,Washington
497,People with mild symptoms should stay home and rest.,whatcom,Washington
498,People who are severely ill or at high risk for severe illness should stay home and call their health care provider.,whatcom,Washington
499,"Public health officials do not recommend healthy people wear masks to prevent respiratory illnesses, including COVID-19.",whatcom,Washington
500,People who are sick should wear masks when they are seeking medical care.,whatcom,Washington
501,It is important that supplies of masks and other personal protective equipment remain available for health care providers who are evaluating and treating ill people.,whatcom,Washington
502,"509 Girard Street Bellingham, WA 98225-4005 1500 North State Street 360 .778.6000 | FAX 360.778.6001 Bellingham, WA 98225-4551 WhatcomCountyHealth 360.778.6100 | FAX 360.778.6101 WhatcomCoHealth www.whatcomcounty.us/health PLANNING AHEAD COVID-19 is likely to continue to spread in Washington.",whatcom,Washington
503,"Although school closures and other community-based actions to prevent transmission of COVID-19 are not currently recommended, community members can take steps now to prepare for the possible spread of COVID-19 locally by planning ahead for how to adjust work and home routines.",whatcom,Washington
504, Plan for how you will care for kids or other loved ones at home.,whatcom,Washington
505,Talk about how you’ll arrange childcare if schools or childcare facilities are closed.,whatcom,Washington
506,"When schools are closed, children should also avoid gathering together.",whatcom,Washington
507, Discuss sick leave policies and telework options with your employer.,whatcom,Washington
508,"If you need to stay home to care for kids or other loved ones, you may be able to work remotely.",whatcom,Washington
509, Be ready to help neighbors and elders in your community.,whatcom,Washington
510,"Plan for ways that you can help take care of people who are at greater risk for serious illness, like people with chronic health conditions or people over 65.",whatcom,Washington
511,"Talk with your neighbors, and plan for ways you can help take care of one another, like dropping off groceries on their doorstep or taking turns with childcare.",whatcom,Washington
512,For more information on novel coronavirus This is an emerging outbreak with rapidly evolving information.,whatcom,Washington
513,Updates will be made as new information emerges on the DOH website and Whatcom County Health Department’s website.,whatcom,Washington
514,The Washington State Department of Health has established a call center to address questions from the public.,whatcom,Washington
515,"If you have questions about what is happening in Washington state, how the virus is spread, and what to do if you have symptoms, please call 1-800-525-0127 and press #.",whatcom,Washington
516,You can also follow DOH & Whatcom County on social media.,whatcom,Washington
517,###,whatcom,Washington
518,"WHATCOM COUNTY Kathleen Roy, Assistant Director Health Department Greg Stern, M.D., Health Officer Date: March 13, 2020 Media Contact: Whatcom County Health Department Public Information Officer Phone: (360) 393-2969 E-mail address: health-pio@co.whatcom.wa.us SECOND CASE OF COVID-19 CONFIRMED IN WHATCOM COUNTY RESIDENT BELLINGHAM, WA – The Whatcom County Health Department (WCHD) is reporting a second lab confirmed case of the 2019 novel coronavirus, COVID-19, in a Whatcom County resident.",whatcom,Washington
519,This case is a woman in her 40s who self-isolated after being notified that she was a close contact of a lab-confirmed positive case from another county.,whatcom,Washington
520,"The Whatcom County Health Department is conducting a follow-up investigation, which includes talking with the individual about where she was during the infectious period and who she may have come in contact with.",whatcom,Washington
521,The Health Department will directly communicate with individuals identified as a close contact of the person and provide direction on how to protect their health and that of the wider community.,whatcom,Washington
522,Close contacts are defined as contacts who were with the individual for more than 10 minutes in a space of 6 feet or less.,whatcom,Washington
523,"With an increasing number of cases in Washington State and the U.S., the risk to the general public is increasing.",whatcom,Washington
524,"The risk to the local community is being assessed regularly and public health recommendations will be updated, as needed, based on the current risk.",whatcom,Washington
525,For more information on novel coronavirus This is an emerging outbreak with rapidly evolving information.,whatcom,Washington
526,Updates will be made as new information is available on the DOH website (https://www.doh.wa.gov/) and Whatcom County Health Department’s website (https://www.whatcomcounty.us/covid).,whatcom,Washington
527,"These websites include information for individuals, community organizations, schools and childcare facilities.",whatcom,Washington
528,Websites are being updated as new information becomes available.,whatcom,Washington
529,Questions for WCHD can also be emailed to covid@co.whatcom.wa.us The Washington State Department of Health has established a call center to address questions from the public.,whatcom,Washington
530,"If you have questions about what is happening in Washington state, how the virus is spread, and what to do if you have symptoms, please call 1-800-525- 0127 and press #.",whatcom,Washington
531,"### 509 Girard Street Bellingham, WA 98225-4005 1500 North State Street 36 0.778.6W00h0a t|c FoAmXC 3o6u0n.7ty7H8.e6a0l0th1 B36e0lli.n77g8h.a6m10,0 W | AFA 9X8 232650-.4757581.6 101 WhatcomCoHealth www.whatcomcounty.us/health",whatcom,Washington
532,"WHATCOM COUNTY Kathleen Roy, Assistant Director Health Department Greg Stern, M.D., Health Officer FOR IMMEDIATE RELEASE March 17, 2020 Media Contact: Judy Ziels, Deputy Public Information Officer Phone: (360) 296-3506 E-mail address: health-pio@co.whatcom.wa.us; jziels@co.whatcom.wa.us Whatcom County Health Department Identifies Two New Cases of COVID-19 BELLINGHAM, WA –The Whatcom County Health Department has identified two new confirmed cases of 2019 novel coronavirus (COVID-19) in Whatcom County.",whatcom,Washington
533,This brings the total number of confirmed cases in the county to five.,whatcom,Washington
534,One new case is a male in his 40s.,whatcom,Washington
535,The second new case is a male in his 60s who is currently hospitalized.,whatcom,Washington
536,"The case investigation is currently ongoing, but it appears that at least one of the cases has no known contact from a confirmed case.",whatcom,Washington
537,What you can do Personal prevention habits are effective for preventing COVID-19 infection.,whatcom,Washington
538,We continue to repeat these important action steps everyone can take to protect themselves.,whatcom,Washington
539, Maintain a distance of six feet from others whenever possible.,whatcom,Washington
540, Wash your hands often with soap and water for at least 20 seconds.,whatcom,Washington
541," Avoid touching your eyes, nose, or mouth with unwashed hands.",whatcom,Washington
542, Avoid close contact with people who are sick.,whatcom,Washington
543, Cover your mouth and nose with a tissue when you cough or sneeze.,whatcom,Washington
544,Throw the tissue in the trash and wash your hands.,whatcom,Washington
545, Clean and disinfect objects and surfaces.,whatcom,Washington
546, Avoid gatherings of 10 or more people.,whatcom,Washington
547,"If you are sick, stay home  If you are sick and have mild symptoms, stay home and take care of yourself as you would for a cold or flu.",whatcom,Washington
548," If you have severe symptoms and need medical care, call your regular doctor first.",whatcom,Washington
549, Do not go to the emergency room.,whatcom,Washington
550,Emergency rooms need to be able to serve those with the most critical needs.,whatcom,Washington
551, Your health care provider will determine if you need to be tested for COVID-19.,whatcom,Washington
552,For more information on novel coronavirus This is an emerging outbreak with rapidly evolving information.,whatcom,Washington
553,Updates will be made as new information is available on the Washington State Department of Health website and the Whatcom County Health Department website.,whatcom,Washington
554,"These websites include information for individuals, community organizations, schools and childcare facilities.",whatcom,Washington
555,"Questions for WCHD can also be emailed to covid@co.whatcom.wa.us ### 509 Girard Street Bellingham, WA 98225-4005 1500 North State Street 360 .778.6000 | FAX 360.778.6001 Bellingham, WA 98225-4551 WhatcomCountyHealth 360.778.6100 | FAX 360.778.6101 WhatcomCoHealth www.whatcomcounty.us/health",whatcom,Washington
556,"WHATCOM COUNTY Kathleen Roy, Assistant Director Health Department Greg Stern, M.D., Health Officer FOR IMMEDIATE RELEASE March 4, 2020 Media Contact: Melissa Morin, Communications Specialist Phone: (360) 778-6022; (360) 594-2504 E-mail address: health-pio@whatcomcounty.us; mmorin@whatcomcounty.us Daily Updates on COVID-19 Surveillance on Whatcom County Health Department Website BELLINGHAM, WA - The Whatcom County Health Department (WCHD) is providing daily updates of its 2019 novel coronavirus (COVID-19) case information based on disease surveillance activities.",whatcom,Washington
557,"Current and total numbers of persons under public health supervision, persons under investigation, and confirmed cases will be updated daily at https://whatcomcounty.us/ncov.",whatcom,Washington
558,"No cases of COVID-19 have been confirmed in Whatcom County as of 1:30pm on Wednesday, March 4, 2020.",whatcom,Washington
559,There are two (2) persons under public health supervision and three (3) persons under investigation.,whatcom,Washington
560,We expect that results for COVID-19 tests sent to the Washington State Public Health Laboratory in Shoreline will take up to 48 hours to process once received and approved at the lab.,whatcom,Washington
561,"The total number of persons under investigation does not currently include tests sent directly from healthcare providers to the University of Washington’s Virology Lab, which is also able to test for the virus that causes COVID-19.",whatcom,Washington
562,The health department is notified about presumptive positive test results from either lab.,whatcom,Washington
563,Testing for the virus that causes COVID-19 remains limited but is expanding.,whatcom,Washington
564,Health care providers and public health professionals are basing their decision-making about testing on evaluation of symptoms and risk of exposure.,whatcom,Washington
565,"At this time, samples sent to the Washington State Public Health Laboratory must meet the CDC’s guidelines, which are being updated as new information is rapidly becoming available.",whatcom,Washington
566,Both the Washington State Public Health Laboratory and University of Washington currently have the capacity to test but it remains limited at this time.,whatcom,Washington
567,The majority of people don’t need to be tested.,whatcom,Washington
568,Most people with COVID-19 will have mild symptoms which will resolve without the need for testing or treatment.,whatcom,Washington
569,People with mild symptoms should stay home and rest.,whatcom,Washington
570,People who develop symptoms that require medical attention should call their healthcare provider before seeking care.,whatcom,Washington
571,For more information on novel coronavirus This is an emerging outbreak with rapidly evolving information.,whatcom,Washington
572,Updates will be made as new information emerges on the DOH website and Whatcom County Health Department’s website.,whatcom,Washington
573,The Washington State Department of Health has established a call center to address questions from the public.,whatcom,Washington
574,"If you have questions about what is happening in Washington state, how the virus is spread, and what to do if you have symptoms, please call 1-800-525-0127 and press #.",whatcom,Washington
575,"General questions about COVID-19 in Whatcom County can also be sent via email to covid@co.whatcom.wa.us ### 509 Girard Street Bellingham, WA 98225-4005 1500 North State Street 360 .778.6000 | FAX 360.778.6001 Bellingham, WA 98225-4551 WhatcomCountyHealth 360.778.6100 | FAX 360.778.6101 WhatcomCoHealth www.whatcomcounty.us/health",whatcom,Washington
576,"WHATCOM COUNTY Regina A. Delahunt, Director Health Department Greg Stern, M.D., Health Officer FOR IMMEDIATE RELEASE February 29, 2020 Media Contact: Melissa Morin, Communications Specialist Phone: (360) 778-6022; (360) 594-2504 E-mail address: mmorin@whatcomcounty.us Whatcom County Health Department Responding to COVID-19 Developments BELLINGHAM, WA – There continues to be no cases of COVID-19 and no persons under investigation in Whatcom County at this time.",whatcom,Washington
577,"However, following the recent identification of five new presumptive positive cases, the risk is increasing in Washington state.",whatcom,Washington
578,"“Given what is happening in Washington state, we believe we are in the early stages of what we anticipate to be wider spread in the United States,” Whatcom County Health Officer Dr. Greg Stern reports.",whatcom,Washington
579,"“Our efforts now are focused on slowing the spread of disease to lessen disruption to our community and healthcare system.” These efforts include:  Meeting with key community stakeholder groups the week of March 2 to coordinate plans and provide guidance for decision makers in considering community measures to reduce transmission, or non- pharmaceutical interventions.",whatcom,Washington
580,"These meetings will include elected officials, public safety officials, healthcare providers, schools, child care facilities, housing partners, and others.",whatcom,Washington
581, Continuing to provide guidance and consultation to healthcare providers as they evaluate patients based on the evolving CDC guidelines.,whatcom,Washington
582,Testing is limited to patients meeting the specific criteria outlined in CDC guidelines.,whatcom,Washington
583,"Now that we are seeing community spread, individual actions and preparation are even more important.",whatcom,Washington
584," Prevention starts with good personal health habits: stay home when you are sick, cover your cough or sneeze with a tissue, wash your hands frequently with soap and water, and clean frequently-touched surfaces and objects.",whatcom,Washington
585, Plan for how you will care for kids or other loved ones at home.,whatcom,Washington
586, Discuss sick leave policies and telework options with your employer.,whatcom,Washington
587, Be ready to help neighbors and elders in your community.,whatcom,Washington
588," Stay informed by and share reliable sources of information, such as the Centers for Disease Control & Prevention and the Washington State Department of Health.",whatcom,Washington
589,For more information on novel coronavirus This is an emerging outbreak with rapidly evolving information.,whatcom,Washington
590,Updates will be made as new information emerges on the DOH website and Whatcom County Health Department’s website.,whatcom,Washington
591,The Washington State Department of Health has established a call center to address questions from the public.,whatcom,Washington
592,"If you have questions about what is happening in Washington state, how the virus is spread, and what to do if you have symptoms, please call 1-800-525-0127 and press #.",whatcom,Washington
593,"### 509 Girard Street Bellingham, WA 98225-4005 1500 North State Street 360 .778.6000 | FAX 360.778.6001 Bellingham, WA 98225-4551 WhatcomCountyHealth 360.778.6100 | FAX 360.778.6101 WhatcomCoHealth www.whatcomcounty.us/health",whatcom,Washington
594,"Scraping from https://www.snohomishcountywa.gov/CivicAlerts.aspx?CID=59 COVID - 19 Tuesday, June 9 , 202 0 SNOHOMISH COUNTY PRO VIDE S UPDATE ON COVID - 19 RESPONSE This morning, Snohomish County will provide response to COVID - 19.",snohomish,Washington
595,"COVID - 19 Friday , April 24 , 202 0 SNOHOMISH COUNTY PRO VIDES UPDATE ON COVID - 19 RESPONSE This morning, Snohomish County leaders provide d an update on the COVID - 19 response.",snohomish,Washington
596,"COVID - 19 Fri day , June 2 6 , 202 0 SNOHOMISH COUNTY LEADERS CONTINUE MONITORING COVID - 19 ACTIVITY Based on current COVID - 19 activity and other metrics, an application for Phase 3 will not be submitted today by Snohomish County officials.",snohomish,Washington
597,"COVID - 19 Thursday , April 2 , 202 0 GOVERNOR JAY INSLEE REQUESTS MANUFACTURING HELP FOR PPE More information at right on what PPE is needed and how companies can help.",snohomish,Washington
598,"Arlington 63 Bothell 1 10 Brier 8 Darrington <5 Edmonds 1 40 Everett 3 97 Gold Bar <5 Granite Falls 1 3 Index 0 Lake Stevens 50 Lynnwood 2 18 Marysville 1 2 2 Mill Creek 2 3 Monroe 2 6 Mountlake Terrace 4 4 Mukilteo 3 7 Snohomish 7 6 Stanwood 60 Sultan <5 Tulalip 7 Unknown /Other 2 8 Woodinville 10 Woodway 5 Wednesday, August 12 , 2020 BLOG: GUIDANCE FOR P ARENTS AND GUARDIANS ABOUT SCHOOLS, CHILDCARE A ND COVID - 19 The Snohomish Health District has posted a blog that answers key questions many parents and guardians are wrestling with now as they consider sch ool and childcare options.",snohomish,Washington
599,"### Contact: Kent Patton Kent.Patton@snoco.org 425 -388 -3883 Snohomish County Announces Second Round of Small Business Grant Awards Over $7 million in CARES Act funding will be awarded SNOHOMISH COUNTY, Wash., July 14, 2020 Œ Today, Snohomish County announced grant awards for the second round of the Relief Recovery and Resiliency (R3) grant program.",snohomish,Washington
600,"### COVID - 19 Thur sday , May 14 , 202 0 SNOHOMISH COUNTY TO PROVIDE COVID - 19 UPDATE Tomorrow morning, Snohomish County will provide an update on the - 19, including resourcing and personal protective equipment (PPE).",snohomish,Washington
601,"### COVID - 19 Thursday , April 23 , 202 0 SNOHOMISH COUNTY TO PROVIDES UPDATE ON COVID - 19 RESPONSE Tomorrow morning, Snohomish County leaders will provide an update on the COVID - 19 response.",snohomish,Washington
602,"https://www.marysvillewa.gov/1047/Supporting -Local -Businesses COVID - 19 FRI DAY , M AY 2 2 , 202 0 LOCAL PRESS CONFEREN CE HELD VIRTUALLY Snohomish County Executive Dave Dr. Chris Spitters provided updates to the county s response to COVID - 19 MEDIA ADVISORY Snohomish Count y Joint Press Conference being held on Tuesday , May 26 at 9:30 a .",snohomish,Washington
603,"Thur sday , August 20 , 2020 VIDEO: AVOID THE 3 C S The Joint Information Center prepared a brief soci al media video to encourage out and about.",snohomish,Washington
604,"Arlington 8 7 Bothell * 1 5 1 Brier 1 6 Darrington <5 Edmonds 2 3 7 Everett 6 14 Gold Bar <5 Granite Falls 1 9 Index 0 Lake Stevens 94 Lynnwood 3 78 Marysville 1 6 6 Mill Creek 3 7 Monroe 5 6 Mountlake Terrace 7 3 Mukilteo 4 9 Snohomish 1 1 7 Stanwood 7 8 Sultan <5 Tulalip 7 Unknown /Other 1 1 Woodinville * 1 2 Woodway 6 COVID - 19 Wednes day , May 20 , 202 0 WASHINGTON STATE COVID - 19 DATA DASHBOARD - 19 Data Dashboard for confirmed cases and deaths by county.",snohomish,Washington
605,"COVID - 19 Monday, July 27 , 202 0 SNOHOMISH COUNTY COV ID - 19 CASE RATE RISES AGAI N Another 140 cases + were reported over the weekend, bringing our case rate up to 97.2 cases per 100,000 Snohomish County residents.",snohomish,Washington
606,"Wednesday , August 19 , 2020 VIDEO: NOT ALL FACE COVERS ARE EQUAL IN FIGHTING CO VID - 19 New research suggests that some lightweight face covers, particularly neck gaiters or buffs, appear less effective in slowing the spread of COVID - 19.",snohomish,Washington
607,"Contact: Mary Jane Brell -Vu jovic Mary.Vujovic@co.snohomish.wa.us 425 -388 -7204 New COVID -19 Emergency Sheltering Program Launched in Snohomish County Immediately funded effort will help those most vulnerable to COVID -19 in Snohomish County EVERETT, Wash., March 17, 2020 Œ Snohomish County, Providence Institute for a Healthier Community (PIHC), and the Community Foundation of Snohomish County (CFSC) today announced immediate actions to help those most at risk of exposure to Covid -19.",snohomish,Washington
608,"ﬁThis need is urgent and evolving.ﬂ ### COVID - 19 Friday, June 12 , 202 0 ARLINGTON PUBLIC SCH OOLS CONTINUES MEAL PROGR AM THRO UGHOUT SUMMER Arlington Public Schools will launch a summer meal program on Monday, June 29 that will run through August 21.",snohomish,Washington
609,"COVID - 19 Data Dashboard (Data as of June 15, 2020 , 11:59 PM ) https://www.doh.wa.gov/Emergencies/NovelCoronavirusOutbreak2020CO VID19/DataDashboard COVID - 19 Wednesday, July 8 , 202 0 BUSINESSES URGED TO FILL OUT FORM DESIGNATING COV ID - 19 LEADS Employers: P lease let us know who your identified COVID - 19 leads are within your organization for coordination with the Health District in case of a COVID - 19 case or outbreak at your workplace.",snohomish,Washington
610,"For immediate release March 18, 2020 CONTACT: Kent Patto n 425.388.3883 Kent.Patton@snoco.org Snohomish County Executive Issues Order to Protect Grocery Supply Chain SNOHOMISH COUNTY, Wash. Œ Snohomish County Executive Dave Somers has issued an Executive Order that would help protect grocery supply chains and ensure that grocers are fully operational during the county™s response to COVID -19.",snohomish,Washington
611,"### Contact: Kent Patton Heather Thomas Kent.Patton@snoco.org HThomas@snohd.org 425-388-3883 425 -508-4980 Snohomish County Leaders Push to Enter Phase II of Opening Action by Board of Health and County Council necessary to advance proposal EVERETT, Snohomish County, May 28, 2020 ŠToday, Snohomish County Executive Dave Somers, Board of Health Chair Stephanie Wright, and County Council Chair Nate Nehring jointly announced their intention for Snohomish County to be moved into Phase 2 of Governor Inslee™s phased reopening plan.",snohomish,Washington
612,"### COVID - 19 Thursday , April 9 , 202 0 SNOHOMISH COUNTY TO PROVIDE UPDATE ON COVID - 19 RESPONSE TOMORROW Snohomish County to provide update on COVID - 19 response t omorrow morning.",snohomish,Washington
613,"COVID - 19 Tuesday , May 19 , 202 0 SNOHOMISH COUNTY TO PROVIDE COVID - 19 UPDATE T his morning, Snohomish County provide d response to COVID - 19, including economic recovery efforts .",snohomish,Washington
614,"COVID - 19 Thursday, July 2 , 202 0 GOV.",snohomish,Washington
615,"Contact: Joint Information Center Snohomish County Heather Thomas Kent Patton Emergency Coordination Center Snohomish Health District Snohomish County ECCJIC.Activation@snoco.org HThomas@snohd.org Kent.Patton@snoco.org 425-388-5170 425-508-4980 425 -388-3883 Phase 2 Variance for Snohomish County to be Submitted Monday Board of Health and County Cou ncil unanimously agree to proceed with variance proposal SNOHOMISH COUNTY, Wash., May 29, 2020 Œ In a series of back -to-back special meetings, the Board of Health and Snohomish County Council voted to approve resolutions in support of a Phase 2 variance application.",snohomish,Washington
616,"The governor™s office maintains a list of guidance for industrie s. ### COVID - 19 Friday, July 10 , 202 0 COVID - 19 UPDATES AND REMINDERS FOR SNOHOM ISH COUNTY The Snohomish Health District advises the number of COVID - 19 cases continues to increase in Snohomish County, as do the impacts on employers and organizations.",snohomish,Washington
617,"### Snohomish County Human Services COVID - 19 Monday , April 20 , 202 0 SNOHOMISH COUNTY TO PROVIDES UPDATE ON COVID - 19 RESPONSE Tomorrow morning , Snohomish County leaders will provide an update on the COVID - 19 response.",snohomish,Washington
618,"Arlington 8 9 Bothell * 1 5 4 Brier 1 6 Darrington <5 Edmonds 2 42 Everett 6 46 Gold Bar <5 Granite Falls 21 Index 0 Lake Stevens 9 7 Lynnwood 422 Marysville 1 6 9 Mill Creek 3 8 Monroe 5 8 Mountlake Terrace 7 7 Mukilteo 51 Snohomish 1 1 8 Stanwood 7 9 Sultan <5 Tulalip 8 Unknown /Other 1 5 Woodinville * 1 2 Woodway 6 COVID - 19 Friday , May 1 , 202 0 SNOHOMISH COUNTY PROVIDE S UPDATE ON COVID - 19 RESPONSE This morning, Snohomish County leaders provide d an update on the COVID - 19 response , including food supply .",snohomish,Washington
619,"Contact: Matt Phelps Fay Lim Communications Specialist II Communications Supervisor Matt.Phelps@snoco.org Fay.Lim@snoco.org 425-388-3126 425-388-6413 Snohomish County Soli d Waste Facilities Adjust Self -Haul, Hand -Unload Customer Hours and Locations Transfer stations will be made available for self -haul household garbage on April 4 EVERETT, Wash., March 26 , 20 20 Œ Because of the impacts of the COVID -19 emergency , Snohomish County will close all of its Solid Waste facilities and programs starting Saturday, March 28.",snohomish,Washington
620,"### COVID - 19 Monday , June 22 , 202 0 SNOHOMISH COUNTY DAT A UPDATES AND COVID AC TIVITY SNAPSHOT The Snohomish Health District and Snohomish County last week began publishing a COVID activity snapshot that provides metrics aligned with the Safe Start plan.",snohomish,Washington
