sentence_num,diff_line,county,state
291,"LOCAL COMFORT FOOD Local comfort food program PROGRAM Sound Credit Union, KIRO 7, and the Washington Comfort Food is a program helping to State Food Truck Association launched Comfort Food support the community by investing in – a program helping to support the community by small businesses and providing meals for investing in small businesses and providing meals for those who need them most.",snohomish,Washington
292,those who need them most.,snohomish,Washington
293,"Every week, a food truck will deliver lunch to a local organization serving people in need.",snohomish,Washington
294,For more information visit Sound Credit’s webpage.,snohomish,Washington
295,"USC STUDY FINDS COVID-19 USC study finds COVID-19 symptoms tend to appear in a specific order SYMPTOMS TEND TO APPEAR IN A Researchers at the University of Southern California SPECIFIC ORDER (USC) have found that the symptoms of COVID-19 tend Researchers at the University of to appear in a specific order, a discovery that could help Southern California (USC) have found enable earlier detection and treatment.",snohomish,Washington
296,"that the symptoms of COVID-19 tend to According to the study, the most likely order of symptoms is: fever, then cough and muscle appear in a specific order.",snohomish,Washington
297,"pain, followed by nausea and/or vomiting, and then diarrhea.",snohomish,Washington
298,For more information read the study and USC’s news release.,snohomish,Washington
299,QUICK AND AFFORDABLE SALIVA- Quick and affordable saliva-based COVID-19 test developed by Yale BASED COVID-19 TEST DEVELOED scientists receives FDA emergency use authorization BY YALE SCIENTISTS RECEIVES FDA A saliva-based laboratory diagnostic test developed by researchers at the Yale School of Public EMERGENCY USE Health to determine whether someone is infected with the novel coronavirus has been AUTHORIZATION granted an emergency use authorization by the U.S. Food and Drug Administration (FDA).,snohomish,Washington
300,"The U.S. FDA has granted an emergency The method, called SalivaDirect, is being further validated as a test for asymptomatic use authorization for a saliva-based individuals through a program that tests players and staff from the National Basketball COVID-19 laboratory diagnostic test Association (NBA).",snohomish,Washington
301,"SalivaDirect is simpler, less expensive, and less invasive than the traditional developed by Yale School of Public method for such testing, known as nasopharyngeal (NP) swabbing.",snohomish,Washington
302,Results so far have found Health.,snohomish,Washington
303,The test is being further that SalivaDirect is highly sensitive and yields similar outcomes as NP swabbing.,snohomish,Washington
304,validated by NBA players and staff.,snohomish,Washington
305,"With the FDA’s emergency use authorization, the testing method is immediately available to other diagnostic laboratories that want to start using the new test, which can be scaled up quickly for use across the nation — and, perhaps, beyond — in the coming weeks, the researchers said.",snohomish,Washington
306,For more information read Yale’s news release and the FDA’s Tweet and news release.,snohomish,Washington
307,"HHS INVESTS IN DIAGNOSTIC LABS HHS Invests in diagnostic labs to expand COVID-19 testing capacity in the TO EXPAND COVID-19 TESTING United States CAPACITY IN THE UNITED STATES Today, the U.S. Department of Health and Human Services The U.S. Department of Health and announced combined investments of $6.5 million in two Human Services (HHS) announced commercial diagnostic laboratories to expand capacity to combined investments of $6.5 million in conduct up to 4 million additional SARS-CoV-2 per month.",snohomish,Washington
308,two commercial diagnostic laboratories SARS-CoV-2 is the virus that causes COVID-19.,snohomish,Washington
309,The to expand capacity to conduct up to 4 investments in Aegis Sciences Corporation and in Sonic million additional COVID-19 tests per Healthcare USA will provide critical laboratory equipment month.,snohomish,Washington
310,supplied by Beckman Coulter Life Sciences and Thermo Fisher Scientific and increase staffing and infrastructure to allow the U.S. to perform an additional 1 million tests each week by early October.,snohomish,Washington
311,Read the full release here.,snohomish,Washington
312,"US-CANADA, MEXICO BORDER US-Canada, Mexico border restrictions extended to September 21 RESTRICTIONS EXTENDED TO U.S.",snohomish,Washington
313,"Homeland Security officials have announced that non-essential travel restrictions SEPTEMBER 21 between the U.S. and Canada and the U.S. and Mexico have been extended to September 21, Non-essential travel restrictions 2020. between the U.S. and Canada and the U.S. and Mexico have been extended to September 21, 2020.",snohomish,Washington
314,"CONFIRMED AND PROBABLE Confirmed and Probable Cases of COVID-19 in Snohomish County CASES OF COVID-19 IN (as of August 18, 2020) SNOHOMISH COUNTY Case Count Last Updated: 1:35 p.m. Data on case counts are available on the Confirmed 5,850 (up 36 cases from 8/17) Snohomish Health District website and Probable 738 (up 2 cases from 8/17) the Washington State Department of Deaths 204 Health dashboard.",snohomish,Washington
315,Jurisdiction Last Updated: 1:35 p.m.,snohomish,Washington
316,"ESSENTIAL LINKS AND PHONE Arlington 284 (200 recovered) NUMBERS FOR UP-TO-DATE INFORMATION Bothell* 478 (360 recovered) Brier 30 (26 recovered)  Snohomish Health District Darrington 8 (<5 recovered)  Snohomish County Edmonds 543 (427 recovered)  Snohomish County COVID- 19 Response & Community Resource Everett 1,916 (1,420 recovered) Hub Gold Bar 14 (7 recovered)  Washington State Granite Falls 46 (36 recovered)  Centers for Disease Control and Index 0 Prevention Lake Stevens 301 (232 recovered)  Snohomish County COVID-19 Phone Lynnwood 1,060 (823 recovered) Line: 425-388-3944  Línea telefónica COVID-19 del Marysville 565 (410 recovered) condado de Snohomish: Mill Creek 108 (77 recovered) 425-388-7120 Monroe 245 (175 recovered)  Washington State COVID-19 Mountlake Terrace 190 (150 recovered) Hotline: Call 1-800-525-0127 or text Mukilteo 105 (84 recovered) 211-211 for help.",snohomish,Washington
317,Snohomish 403 (284 recovered) Stanwood 174 (142 recovered) Sultan 29 (20 recovered) Tulalip 48 (36 recovered) Unknown/Other <5 (<5 recovered) Woodinville* 24 (22 recovered) Woodway 13 (9 recovered) Numbers less than 5 are suppressed to protect medical privacy.,snohomish,Washington
318,Unknown includes cases still under investigation.,snohomish,Washington
319,*Counts are for portions in Snohomish County only.,snohomish,Washington
320,Frequently Asked Questions for Small Groups What is the recommended group size?,pierce,Washington
321,Tacoma-Pierce County Health Department recommends you limit groups to 5 or fewer students.,pierce,Washington
322,You may be able to increase this number as community transmission levels decrease.,pierce,Washington
323,Do staff count toward the group size?,pierce,Washington
324,No.,pierce,Washington
325,Ideally you should keep the group as small as possible but some groups may require additional staffing for student assistance.,pierce,Washington
326,"If you need more than 2 staff members for the group, reduce the student group size.",pierce,Washington
327,Why is a different group size recommended for childcare?,pierce,Washington
328,"As an essential service, childcare remained open through the Stay Home Stay Healthy orders.",pierce,Washington
329,The Washington State Department of Health (DOH) adjusted the cohort or group size to fit the typical ratio size for childcare rooms for preschool-aged children.,pierce,Washington
330,"This is a maximum, and childcare providers may choose smaller group sizes.",pierce,Washington
331,"Childcare centers still follow DOH’s health and safety guidance, which includes symptom monitoring, distancing to the degree feasible, increased hand hygiene, cleaning, and ventilation.",pierce,Washington
332,"In addition, providers are required to wear face coverings.",pierce,Washington
333,How do I prevent contact between different groups?,pierce,Washington
334,Turn hallways into one-way flow only with a dedicated and entry and exit.,pierce,Washington
335,Display appropriate signage.,pierce,Washington
336,Consider one directional flow in hallways with a dedicated entry and exit.,pierce,Washington
337,"If possible, use entrances directly into classrooms.",pierce,Washington
338,Stagger start and end times of classes to prevent a surge of students in hallways or common spaces all at the same time.,pierce,Washington
339,What groups should I bring back?,pierce,Washington
340,"DOH recommends prioritizing high need students, such as students with disabilities, students experiencing homelessness, those farthest from educational justice, and younger learners for return to small group in- person learning.",pierce,Washington
341,How do I reduce the number of potential close contacts in a group?,pierce,Washington
342,Assign seating within the group so the same students sit next to one another.,pierce,Washington
343,Keep track of the assigned seating in case someone in the group tests positive.,pierce,Washington
344,Do I still have to screen students even though I am bringing in only small groups?,pierce,Washington
345,Yes.,pierce,Washington
346,Ensure you complete an attestation or an on-site health screening.,pierce,Washington
347,Should students who are medically fragile return for in-person learning?,pierce,Washington
348,"08/19/2020 Page 1 of 4 Frequently Asked Questions for Small Groups For students who are medically fragile or more susceptible to illness, check with the family and their primary care physician to determine when it’s safe to return to in-person learning and any additional precautions.",pierce,Washington
349,Can I offer internet drop-in space?,pierce,Washington
350,We don’t recommend this unless you can keep it tightly controlled.,pierce,Washington
351,"Consider offering alternatives such as materials that don’t require internet access (packets, booklets, USBs, etc.).",pierce,Washington
352,If offering in-person technology services: • Limit the number of workstations to 5.,pierce,Washington
353,• Keep a list of who attended each session.,pierce,Washington
354,• Keep workspaces physically distanced.,pierce,Washington
355,• Monitor the area to ensure students stay physically distanced and wear face coverings.,pierce,Washington
356,• Clean and disinfect workstations after students leave.,pierce,Washington
357,Good: Develop a schedule where the same students come at the same times for internet access.,pierce,Washington
358,Better: Provide workspaces outside (physically distanced) where students and families can work.,pierce,Washington
359,Best: Offer small workspaces or offices where one student/family can work alone in a room by themselves.,pierce,Washington
360,Do small groups still have to wear face coverings and physically distance?,pierce,Washington
361,Yes.,pierce,Washington
362,Small groups need to wear face coverings and physically distance.,pierce,Washington
363,Many specialists normally work with more than 40 students a week.,pierce,Washington
364,How should specialists limit contact?,pierce,Washington
365,Specialists should keep a list of students they see each day.,pierce,Washington
366,"If a specialist tested positive for COVID-19, any student they work with could potentially be a close contact.",pierce,Washington
367,"If possible, limit the number of students a specialist sees.",pierce,Washington
368,Can students belong to multiple groups?,pierce,Washington
369,"We don’t recommended students participate in multiple groups, as it can increase the spread of COVID-19.",pierce,Washington
370,"However, if students must be parts of different groups, try to keep the same students in the groups (e.g.",pierce,Washington
371,"if multiple students need additional help in speech therapy and reading, keep group participants consistent over time).",pierce,Washington
372,Can multiple groups be in the same area?,pierce,Washington
373,"If possible, have only one group per room.",pierce,Washington
374,"If you have limited space, consider the following: Good: Ensure groups are adequately spaced apart from each other and don’t mix.",pierce,Washington
375,Divide large spaces (like gyms or cafeterias) into separate areas.,pierce,Washington
376,Use a barrier such as cones or chairs to keep groups from mixing.,pierce,Washington
377,Better: Use a physical barrier between groups such as cubicle walls to separate groups or move groups outside 08/19/2020 Page 2 of 4 Frequently Asked Questions for Small Groups where there is plenty of fresh air.,pierce,Washington
378,Best: Have only one group per room.,pierce,Washington
379,Is there guidance for therapy spaces in terms of square feet and air circulation?,pierce,Washington
380,Maintain 6 feet of physical distancing.,pierce,Washington
381,"If not possible, an additional level of PPE may be required as dictated by L&I.",pierce,Washington
382,Open windows if possible and adjust the HVAC to bring in the maximum amount of outside air to enter the therapy space.,pierce,Washington
383,"If you need a fan, point it to blow away from people.",pierce,Washington
384,"If the therapy space is very small, check with your COVID-19 supervisor to see if you can increase the filter rating or air exchange rate.",pierce,Washington
385,"Consider holding the class outside if possible, for maximum fresh air.",pierce,Washington
386,My students need to see my mouth for learning.,pierce,Washington
387,What type of face covering can I use?,pierce,Washington
388,Clear masks are an option.,pierce,Washington
389,This is a cloth face covering but has a clear panel in front of the mouth.,pierce,Washington
390,"In rare circumstances, you can use a face shield with a drape.",pierce,Washington
391,"The face shield must extend below the chin, to the ears and have no gap at the forehead.",pierce,Washington
392,The drape must cover the side and bottom edges of the face shield.1 My special needs student will not wear a face covering.,pierce,Washington
393,What do I do?,pierce,Washington
394,See if the student can wear a face shield with a drape instead of a face covering.,pierce,Washington
395,"If they can’t wear any type of covering, contact your COVID-19 manager or HR department.",pierce,Washington
396,The school is responsible to provide the appropriate PPE for employees.,pierce,Washington
397,How do I clean and disinfect learning tools in between use?,pierce,Washington
398,"If the item has not been used in over 7 days, it doesn’t need to be disinfected for COVID-19.",pierce,Washington
399,Consider removing items you can’t easily clean and disinfect.,pierce,Washington
400,Good: Clean and disinfect after each use.,pierce,Washington
401,Check with your district for your cleaning and disinfecting procedures*.,pierce,Washington
402,"Better: Have enough learning tools for the day that you can rotate out, and clean and disinfect at the end of the day.",pierce,Washington
403,Best: Assign each student a set of learning tools.,pierce,Washington
404,*Be sure to observe the required contact time for the disinfectant used and use proper PPE.,pierce,Washington
405,Kindergarteners need to come to school for initial assessments.,pierce,Washington
406,How can we do this safely?,pierce,Washington
407,Schedule assessments with individual families so that only 1 family interacts with the teacher.,pierce,Washington
408,Leave time in between appointments for cleaning and disinfecting the area and to allow adequate time for the family to leave until the next family arrives.,pierce,Washington
409,"If students need learning tools for the assessment, ensure you can clean 1As stated in L&I and DOH K-12 Schools – Fall 2020-2021 Guidance.",pierce,Washington
410,08/19/2020 Page 3 of 4 Frequently Asked Questions for Small Groups and disinfect them prior to the next use.,pierce,Washington
411,Consider sending them home with the student if needed for the school year.,pierce,Washington
412,When would a school need to close due to a COVID-19 outbreak?,pierce,Washington
413,"2 If 2 or more students or staff in a group are confirmed to have COVID-19 within a 14-day period, the entire group should quarantine for 14 days.",pierce,Washington
414,The entire school should close for 14 days when the school has: • ≤10 groups and 2 or more groups must quarantine.,pierce,Washington
415,• >10 groups and ≥10 percent of groups must quarantine.,pierce,Washington
416,Contact your local health department to help assist with school closure decisions.,pierce,Washington
417,How do I transport students safely to school for small groups?,pierce,Washington
418,"If you need transportation, try to keep students at least 6 feet apart.",pierce,Washington
419,Stagger seating or use every other seat.,pierce,Washington
420,Load the bus from back to front and unload front to back.,pierce,Washington
421,Assign seating on the bus and keep a record of this.,pierce,Washington
422,"If possible, open windows for maximum ventilation.",pierce,Washington
423,"Clean and disinfect frequently touched surfaces, including the tops and backs of seats.",pierce,Washington
424,2 Adapted from DOH K-12 Schools – Fall 2020-2021 Guidance.,pierce,Washington
425,08/19/2020 Page 4 of 4,pierce,Washington
426,We are here to help!,pierce,Washington
427,Find reopening guidance at tpchd.org/reopen.,pierce,Washington
428,• Visit coronavirus.wa.gov/information-for/business to: • Find industry specific guidance.,pierce,Washington
429,o Submit questions to the Governor’s office about reopening.,pierce,Washington
430,o Questions?,pierce,Washington
431,"For general reopening questions, contact Pierce County at (855) 722-5378.",pierce,Washington
432,"• For questions specific to food establishments, schools, child care, camps, and pools, • contact Tacoma-Pierce County Health Department at (253) 798-6500.",pierce,Washington
433,Still need help and want more guidance?,pierce,Washington
434,Schedule an on-site consult with a Health Department or Pierce County Emergency • Operations Center representative.,pierce,Washington
435,Call (855) 722-5378.,pierce,Washington
436,SCAN Dashboard (External link) UPDATED DAILY This dashboard shows results of the greater Seattle Coronavirus Assessment Network (SCAN) study.,king,Washington
437,"The study is focused on delivering at-home test kits to people experiencing symptoms of COVID-19, with an emphasis on testing in underrepresented communities and populations.",king,Washington
438,"Posters for reopening businesses Reopening business poster for customers: Prevent the spread of COVID-19 Amharic Arabic Chinese, Simplified Chinese, Traditional French Khmer Korean Marshallese Oromo Russian Somali Spanish Thai Tigrinya Ukrainian Vietnamese Reopening business poster for staff: Workplace requirements during COVID-19 Amharic Arabic Chinese, Simplified Chinese, Traditional French Khmer Korean Marshallese Oromo Russian Somali Spanish Thai Tigrinya Ukrainian Vietnamese Posters for families and staff at child care facilities Poster for families at childcare centers Amharic Chinese, Simplified Chinese, Traditional Russian Somali Spanish Vietnamese Poster for childcare center staff Amharic Chinese, Simplfied Chinese, Traditional Korean Russian Somali Spanish Ukrainian Vietnamese Poster for childcare facilities Amharic Chinese, Traditional Somali Spanish, Vietnamese Posters to protect one another, coworkers, schools Please protect one another from COVID-19 Please protect yourself and coworkers from COVID-19 Do's and Don'ts of face coverings during COVID-19 Amharic Arabic Chinese, Simplified Filipino/Tagalog Korean Russian Samoan Somali Spanish Tigrinya Ukrainian Vietnamese Poster for schools: Wear a face covering and keep 6 feet apart from people who don't live with you.",king,Washington
439,"Amharic Arabic Burmese Chinese, Traditional Filipino Khmer Korean Marshallese Nepali Punjabi Russian Somali Spanish Ukrainian Vietnamese Posters for event attendees and staff Poster event attendees Poster for event staff Posters for grocery store shoppers and staff Poster for grocery store shoppers Amharic Chinese, Simplified Chinese, Traditional Khmer Korean Marshallese Russian Samoan Somali Spanish Thai Tongan Vietnamese Poster for grocery store staff Amharic Chinese, Simplified Chinese, Traditional Korean Marshallese Russian Samoan Somali Spanish Thai Tongan Vietnamese Posters for residents and their visitors at residential communities Poster for visitors at residential communities Amharic Chinese, Simplified Chinese, Traditional Khmer Marshallese Russian Samoan Somali Spanish Tongan Poster for residents in housing communities Amharic Chinese, Simplified Chinese, Traditional Khmer Marshallese Russian Samoan Somali Spanish Tongan Posters for restaurant customers and staff Poster for restaurant customers Amharic Chinese, Simplified Chinese, Traditional Korean Russian Somali Spanish Vietnamese Poster for restaurant staff Amharic Chinese, Simplified Chinese, Traditional Korean Russian Somali Spanish Vietnamese Last Updated August 17, 2020 Share Tweet Email Print Scraping from https://www.kingcounty.gov/depts/health/covid-19/care/testing.aspx Scraping from https://www.kingcounty.gov/depts/health/covid-19/care/testing.aspx Menu Home Public Health — Seattle & King County COVID-19 resources Symptoms, testing and care COVID-19 testing COVID-19 testing Protect your family.",king,Washington
440,"The list of locations is also available in PDF format Updated schedules are available in: Amharic, Arabic, Chinese, Filipino, Khmer, Korean, Russian, Samoan, Spanish, Tongan, Ukrainian, Vietnamese Auburn HealthPoint Auburn 126 Auburn Ave, Auburn, WA 98002 Phone: (866) 893-5717 Languages: Interpretation available UW Mobile Clinic at Auburn City Adventist Church Available on Tuesdays, 7am-1pm 402 29th St.",king,Washington
441,"SE Auburn, WA 98002 Phone: (206) 744-0400 Languages: Interpretation available Bellevue Sea Mar Community Health Centers, Bellevue 3801 150th Ave SE, Bellevue, WA 98006 Phone: (425) 460-7140 Languages: Spanish; interpretation available Des Moines UW Mobile Clinic at Highline College 2400 S 240th St, Des Moines, WA 98198 Phone: 206-744-0400 Languages: Interpretation available Available Wednesdays.,7am-1pm, no appointment necessary Duvall Duvall Family Health Mart 15602 Main St NE, Duvall, WA 98019 Phone: (425) 788-2644 No interpretation available Available on Monday-Saturday, 10:00 am to 2:00 pm Make an appointment online and learn more about this location Federal Way Sea Mar Community Health Centers, Federal Way 31405 18th Ave S, Federal Way, WA 98003 Phone: (253) 681-6600 Languages: Korean, Spanish; interpretation available Kent HealthPoint at Kent Urgent Care 219 State Ave. N, Suite 100, Kent, WA 98030 Phone: (866) 893-5717 Languages: Interpretation available Sea Mar Community Health Centers, Kent 233 2nd Ave S, Kent, WA 98032 Phone: (206) 436-6380 Languages: Spanish, Interpretation available UW Mobile Clinic at Kent Public Health 625 W James St, Kent, WA 98032 Phone: (206) 744-0400 Languages: Interpretation available Available Thurs.,7am-1pm, no appointment necessary Renton HealthPoint - Renton Drive-Up (at the Administration Building) 955 Powell Ave SW, Renton, WA 98057 Phone: (866) 893-5717 Languages: Interpretation available Seattle City of Seattle at Aurora (North Seattle) Make reservations online 12040 Aurora Ave N., Seattle, WA 98133 Phone: (206) 684-2489 Available: Mon-Sat, 9:30am-5:30pm Languages: Interpretation available Rainier Beach High School (South Seattle) Make reservations online 8815 Seward Park Ave S, Seattle, WA 98118 Phone: (206) 684-2489 Available, Mon, Wed., Thu-Sat, 9:30am-5:30pm Languages: Interpretation available City of Seattle at SODO (South Seattle) Make reservations online 3820 6th Ave S., Seattle, WA 98108 Phone: (206) 684-2489 Available, Mon-Sat, 9:30am-5:30pm Languages: Interpretation available Downtown Public Health Center 2124 4th Ave., Seattle, WA 98121 (behind building) Phone: (206) 477-8300; No appointment necessary Languages: Interpretation available Neighborcare Health at Meridian (North Seattle) 10521 Meridian Ave N., Seattle, WA 98133 Call for appointment: (206) 296-4990 Languages: Amharic, Somali, Spanish, Tagalog, Vietnamese; interpretation available Sea Mar Community Health Centers at South Park 8720 14th Ave S, Seattle, WA 98108 Phone: (206) 762-3730 Languages: Spanish, Interpretation available Sea Mar Community Health Centers at White Center 9650 15th Ave SW #100, Seattle, WA 98106 Phone: (206) 965-1000 Languages: Spanish, Interpretation available UW Mobile Clinic at South Seattle College 6000 16th Ave SW, Seattle, WA 98106 Phone: (206) 744-0400 (Open Fridays.,7am-1pm, no appointment necessary) Languages: Interpretation available Vashon Island Neighborcare Health, Vashon Island 10030 SW 210th St, Vashon Island, WA 98070 Call for appointment: (206) 463-3671 Languages: Interpretation available Vashon BePrepared (Call for an appointment) Phone: (844) 469-4554 Languages: Spanish interpretation available Learn more about this location Free testing by mail (SCAN) The Greater Seattle Coronavirus Assessment Network (SCAN) study is working to understand how COVID-19 is spreading throughout King County, and offers free, confidential, at-home tests.",king,Washington
442,"Amharic, Chinese, Traditional, Korean, Russian, Somali, Spanish, Vietnamese Do's and Don'ts of face coverings during COVID-19 Amharic Arabic Chinese, Simplified Filipino/Tagalog Korean Russian Samoan Somali Spanish Tigrinya Ukrainian Vietnamese Some people may not be able to wear face coverings Poster for schools Amharic Arabic Burmese Chinese, Traditional Filipino Khmer Korean Marshallese Nepali Punjabi Russian Somali Spanish Ukrainian Vietnamese Poster for childcare facilities Amharic, Chinese, Traditional, Somali, Spanish, Vietnamese Link/share our site at www.kingcounty.gov/masks Last Updated July 7, 2020 Share Tweet Email Print Scraping from https://www.kingcounty.gov/depts/health/covid-19/care/self-care.aspx Menu Home Public Health — Seattle & King County COVID-19 resources Symptoms, testing and care How to care for yourself or others How to care for yourself or others with COVID-19 This page is also in PDF format Link/share this page at: www.kingcounty.gov/covid/self-care Most people with COVID-19 have milder illness and are able to recover at home without medical care.",king,Washington
443,"Scraping from https://www.kitsapgov.com/Pages/coronavirus.aspx Kitsap Kitsap County COVID-19 Resources and Information Kitsap County COVID-19 Resources and Information Page Content Multilingual Resources - Clicking on these links will connect with Washington State Department of Health resources and information Español - Spanish ኣማርኛ - Amharic العربية - Arabic Khmer (ភាសាខ្មែរ) - Cambodian 中文維基百科 - traditional Chinese 中文 - Chinese Chuukese (Chuuk) français - French (fārsī) فارسى - Farsi (Persian) Deutsch - German हिन्दी (hindī) - Hindi Hmoob - Hmong 日本語 – Japanese (ကညီကျိာ်) - Karen 한국어 [韓國語] - Korean ພາສາລາວ (pháasaa láo) - Lao Kajin M̧ajeļ - Marshallese नेपाली - Nepali Afaan Oromo - Oromo Português - Brazil Русский - Russian Tiếng Việt - Vietnamese ਪੰਜਾਬੀ / ﺏﺎﺠﻨﭘ (panjābi) - Punjabi Gagana Samoa - Samoan af Soomaali - Somali Kiswahili - Swahili Tagalog - Tagalog தமிழ் (tamiḻ) - Tamil తెలుగు (telugu) - Telugu ภาษาไทย (paasaa-tai) - Thai ትግርኛ (təgərəña) - Tigrinya Українська (Ukrajins’ka) - Ukrainian State places all counties' Safe Start applications on pause Update: On July 28, Gov.",kitsap,Washington
444,"Subscribe to get daily updates by email or text.Daily EOC Update - 08/19/2020Daily EOC Update - 08/18/2020Daily EOC Update - 08/17/2020Daily EOC Update - 08/16/2020Daily EOC Update - 08/15/2020Daily EOC Update - 08/14/2020Daily EOC Update - 08/13/2020Daily EOC Update - 08/12/2020Daily EOC Update - 08/11/2020Daily EOC Update - 08/10/2020Daily EOC Update - 08/09/2020 Older UpdatesDaily EOC Update - 08/08/2020Daily EOC Update - 08/07/2020Daily EOC Update - 08/06/2020Daily EOC Update - 08/05/2020Daily EOC Update - 08/04/2020Daily EOC Update - 08/03/2020Daily EOC Update - 08/02/2020Daily EOC Update - 08/01/2020Daily EOC Update - 07/31/2020Daily EOC Update - 07/30/2020Daily EOC Update - 07/29/2020Daily EOC Update - 07/28/2020Daily EOC Update - 07/27/2020Daily EOC Update - 07/26/2020 Daily EOC Update - 07/25/2020 Daily EOC Update - 07/24/2020 Daily EOC Update - 07/23/2020 Daily EOC Update - 07/22/2020 Daily EOC Update - 07/21/2020 Daily EOC Update - 07/20/2020 Daily EOC Update - 07/19/2020 Daily EOC Update - 07/18/2020 Daily EOC Update - 07/17/2020 Daily EOC Update - 07/16/2020 Daily EOC Update - 07/15/2020 Daily EOC Update - 07/14/2020 Daily EOC Update - 07/13/2020 Daily EOC Update - 07/12/2020 Daily EOC Update - 07/11/2020 Daily EOC Update - 07/10/2020 Daily EOC Update - 07/09/2020 Daily EOC Update - 07/08/2020 Daily EOC Update - 07/07/2020 Daily EOC Update - 07/06/2020 Daily EOC Update - 07/05/2020 Daily EOC Update - 07/04/2020 Daily EOC Update - 07/03/2020 Daily EOC Update - 07/02/2020 Daily EOC Update - 07/01/2020 Daily EOC Update - 06/30/2020 Daily EOC Update - 06/29/2020 Daily EOC Update - 06/28/2020 Daily EOC Update - 06/27/2020 Daily EOC Update - 06/26/2020 Daily EOC Update - 06/25/2020 Daily EOC Update - 06/24/2020 Daily EOC Update - 06/23/2020 Daily EOC Update - 06/22/2020 Daily EOC Update - 06/21/2020 Daily EOC Update - 06/20/2020 Daily EOC Update - 06/19/2020 Daily EOC Update - 06/18/2020 Daily EOC Update - 06/17/2020 Daily EOC Update - 06/16/2020 Daily EOC Update - 06/15/2020 Daily EOC Update - 06/14/2020 Daily EOC Update - 06/13/2020 Daily EOC Update - 06/12/2020 Daily EOC Update - 06/11/2020 Daily EOC Update - 06/10/2020 Daily EOC Update - 06/09/2020 Daily EOC Update - 06/08/2020 Daily EOC Update - 06/07/2020 Daily EOC Update - 06/06/2020 Daily EOC Update - 06/05/2020 Daily EOC Update - 06/04/2020 Daily EOC Update - 06/03/2020 Daily EOC Update - 06/02/2020 Daily EOC Update - 06/01/2020 Daily EOC Update - 05/31/2020 Daily EOC Update - 05/30/2020 Daily EOC Update - 05/29/2020 Daily EOC Update - 05/28/2020 Kitsap County approved for Phase 2 of Safe Start recovery plan - 5/28/2020 Daily EOC Update - 05/27/2020 Daily EOC Update - 05/26/2020 Kitsap County publishes a ""Playbook"" for reopening - 05/26/2020 Daily EOC Update - 05/25/2020 Daily EOC Update - 05/24/2020 Daily EOC Update - 05/23/2020 Daily EOC Update - 05/22/2020 Daily EOC Update - 05/21/2020 Daily EOC Update - 05/20/2020 Daily EOC Update - 05/19/2020 Kitsap Public Health statement regarding Safe Start variance eligibility - 05/19/2020 Daily EOC Update - 05/18/2020 Daily EOC Update - 05/17/2020 Daily EOC Update - 05/16/2020 Daily EOC Update - 05/15/2020 Daily EOC Update - 05/14/2020 Kitsap County preparing for next steps on path to reopening, recovery - 05/14/2020 Daily EOC Update - 05/13/2020 Daily EOC Update - 05/12/2020 Daily EOC Update - 05/11/2020 Daily EOC Update - 05/10/2020 Daily EOC Update - 05/09/2020 Daily EOC Update - 05/08/2020 Daily EOC Update - 05/07/2020 Daily EOC Update - 05/06/2020 Daily EOC Update - 05/05/2020 Daily EOC Update - 05/04/2020 Daily EOC Update - 05/03/2020 Daily EOC Update - 05/02/2020 Daily EOC Update - 05/01/2020 Daily EOC Update - 04/30/2020 Daily EOC Update - 04/29/2020 Daily EOC Update - 04/28/2020 Kitsap Public Health Community Health and Well-Being Survey Daily EOC Update - 04/27/2020 Daily EOC Update - 04/26/2020 Daily EOC Update - 04/25/2020 Daily EOC Update - 04/24/2020 Daily EOC Update - 04/23/2020 Daily EOC Update - 04/22/2020 Daily EOC Update - 04/21/2020 Daily EOC Update - 04/20/2020 Daily EOC Update - 04/19/2020 Daily EOC Update - 04/18/2020 Daily EOC Update - 04/17/2020 Daily EOC Update - 04/16/2020 Daily EOC Update - 04/15/2020 Daily EOC Update - 04/14/2020 Kitsap drive-up COVID-19 testing site reopens - 04/13/2020 Daily EOC Update - 04/13/2020 Quarantine and Isolation Care Center in South Kitsap open - 04/13/2020 Daily EOC Update - 04/12/2020 Daily EOC Update - 04/11/2020 Daily EOC Update - 04/10/2020 Daily EOC Update -04/09/2020 Daily EOC Update - 04/08/2020 Daily EOC Update- 04/07/2020 Kitsap County launches its first drive-through testing site for COVID-19 - 04/7/2020 Daily EOC Update - 04/06/2020 Daily EOC Update - 04/05/2020 Daily EOC Update - 04/04/2020 Daily EOC Update - 04/03/2020 New Kitsap Cares website for community resources – and ways to help - 04/03/2020 Isolation and Quarantine Centers on Kitsap's Horizon - 04/03/2020 Daily EOC Update - 04/02/2020 Daily EOC Update - 04/01/2020 Daily EOC Update - 03/31/2020 Daily EOC Update - 03/30/2020 Daily EOC Update - 03/29/2020 Daily EOC Update - 03/28/2020 Daily EOC Update - 03/27/2020 Daily EOC Update - 03/26/2020 Daily EOC Update - 03/25/2020 Face Coverings Free masks for qualifying householdsAs part of a statewide program, the Kitsap County Emergency Operations Center received 106,000 cloth face masks to distribute to low-income individuals through local social service agencies and organizations starting July 1.",kitsap,Washington
