date,sentence,diff_line,business,county,Unnamed: 5,business_prediction,success?
,3024,Link to the  survey is   at right.,0.0,snohomish,Washington,0,SUCCESS
,8520,int/emergencies/diseases/novel -coronavirus -2019  Also check the website of your countryâ„¢s government health department.,0.0,polk,Iowa,0,SUCCESS
,10404,60 Our success is measured by how well we help others succeed.,0.0,polk,Iowa,0,SUCCESS
,6648,"On  July  2 ,  Pottawattamie County Public Health (PCPH) c onfirmed  25   new COVID - 19   cases.",0.0,pottawattamie,Iowa,0,SUCCESS
,6361,"Businesses  that do not comply may be fined, forced to cease operations, or prevented from starting  operations.",1.0,east_baton_rouge,Louisiana,1,SUCCESS
,13245,Resource Management Status 37 Our success is measured by how well we help others succeed.,0.0,polk,Iowa,0,SUCCESS
,10217,"Tuesday Partly sunny, high near 61.",0.0,polk,Iowa,0,SUCCESS
,9948,"Recovery  Section  Å’Matt McCoy, Board of Supervisors and  DeAnne Sesker, Polk County Emergency Management Recent Accomplishments Å",0.0,polk,Iowa,0,SUCCESS
,1386,"Check it out at:  http://startup.choosewashingtonstate.c om/links/crisis/covid - 19 - resources/   Small Business Webinars (WA Small Business Development Center)      Cyber Security: Protecting Your Computers During C OVID - 19   April 2 at 9:00 a.m.      Keeping the Lights On: Resiliency   March 31, 9:00 a.m .",1.0,snohomish,Washington,1,SUCCESS
,6523,The site opens at 9 a.m.,0.0,st_tammany,Louisiana,0,SUCCESS
,15058,Recording videos for distribution with the  first one focusing on Fear and Anxiety.,0.0,polk,Iowa,0,SUCCESS
,4051,CONFIRMED AND PROBABLE CASES  OF COVID - 19 IN SNOHOMISH  COUNTY   Please note: The statistics are also  available on the  Snohomish Health  District website .,0.0,snohomish,Washington,0,SUCCESS
,10538,"Logistics Section   Dutch Geisinger, Safeguard Iowa 40 Objectives Due Date Address concerns from private sector Ongoing Continue adding to scam and FAQ page Ongoing Discussion with IEDA on recovery and messaging to businesses Ongoing Continue to support private sector and government requests for resources Ongoing Identify specific donors for needed items Ongoing Messaging to private sector atypical partners for requests for donations 4/21 Secure a contract for hotels space to support Alternate Care Sites for the MCC 4/28 Coordinate with PIO on the development of information for businesses for re - opening 5/1 Our success is measured by how well we help others succeed.",1.0,polk,Iowa,1,SUCCESS
,8141,"Administrative Controls  Consider offering face masks to ill employees and customers  to contain respiratory secretions until they are able leave  the workplace (i.e., for medical evaluation/care or to return  home).",1.0,polk,Iowa,1,SUCCESS
,3835,COVID - 19   GOV.,0.0,snohomish,Washington,0,SUCCESS
,12763,"Johnston : Issuance of PPE (gloves, masks, eye protection).",0.0,polk,Iowa,0,SUCCESS
,9909,RMCC Region 1 Status 15As of 5/16/2020 Our success is measured by how well we help others succeed.,0.0,polk,Iowa,0,SUCCESS
,5095,"Registration requires entry of the last four digits of the personâ€™s social security number or a valid Driverâ€™s License number for identity verification via text message or emailWearing a mask or face covering is a simple but powerful action -- one of the most important actions each of us can take to gain control over this virusWear a maskKeep your physical distance from othersAnd wash your handsWe stand with our community, with our schools, our healthcare providers as we all strive to beat this and to come back stronger.",0.0,buncombe,North Carolina,0,SUCCESS
,2560,Here are  details:                                                                                                           COVID - 19   DOH RELEASES AMERICA N SIGN  LANGUAGE (ASL) SAFE  START  GUIDANCE VIDEOS   Safe Start guidance videos are now  available in American Sign Language.,0.0,snohomish,Washington,0,SUCCESS
,14832,"Medical  Coord Ctr (MCC) Branch   Franny Medeiros, PCHD Recent Accomplishments  Clarification from state on  regional plan process  Town Hall finished  Dashboard for ED, bed  census, critical capability in  test phase.",0.0,polk,Iowa,0,SUCCESS
,16794,"Protect workers in close contact with (i.e., within 6 feet of)  a sick person or who have prolonged/repeated contact  with such persons by using additional engineering and  administrative controls, safe work practices, and PPE.",1.0,polk,Iowa,1,SUCCESS
,12280,"PCPH Group   Kari Lebeda - Townsend, PCHD Recent Accomplishments  Case management, contact tracing and follow - up continues  New procedures for internal tracking system  Finalized a process for  REDCap data entry  Added an additional RN to staff  Locations and approaches to increase CD team staff capacity 11 Our success is measured by how well we help others succeed.",0.0,polk,Iowa,0,SUCCESS
,14313,Isolation Shelter   Sheltering   planning for homeless populations who are under self - quarantine or isolation is in progress.,0.0,polk,Iowa,0,SUCCESS
,4837,Details at right.,0.0,snohomish,Washington,0,SUCCESS
,1104,OSPI: FIND A SUMMER  MEAL SITE  NEAR YOU!,0.0,snohomish,Washington,0,SUCCESS
,9419,Operations Section Chief Å’A.J.,0.0,polk,Iowa,0,SUCCESS
,16920,"Workers with medium  exposure risk may need to  wear some combination  of gloves, a gown, a face  mask, and/or a face shield  or goggles.",1.0,polk,Iowa,1,SUCCESS
,14680,Increasing capacity to meet community needs for home - delivered  nutrition.,0.0,polk,Iowa,0,SUCCESS
,3761,webpage   and     webpage .,0.0,snohomish,Washington,0,SUCCESS
,9694,Strengthen  messages to business community and refugee employees 9.,1.0,polk,Iowa,1,SUCCESS
,9703,"Saturday Increasing clouds, high near 70 and  low around 53.",0.0,polk,Iowa,0,SUCCESS
,1782,As much as we can  be    is the time to do so.,0.0,snohomish,Washington,0,SUCCESS
,7879,The State Hygienic Laboratory (SHL) will  provide  COVID - 19  PCR testing   at no cost for the following situations:     COVID - 19  Viral   PCR Testing Criteria at SHL      Hospitalized patient (of any age) with fever or respiratory illness for diagnosis or any hospitalized   patient prior to discharge to a  long term care facility   or other nursing care facility .,0.0,polk,Iowa,0,SUCCESS
,4542,Read the full blog  here .,0.0,snohomish,Washington,0,SUCCESS
,16776,GUIDANCE ON PREPARING WORKPLACES FOR COVID-199 Provide customers and the public with tissues and trash  receptacles.,1.0,polk,Iowa,1,SUCCESS
,9428,"Logistics Section Å’Volunteer MgmtUnit Å’Doug Stogel, Polk  County CFYS49Recent AccomplishmentsÅ",0.0,polk,Iowa,0,SUCCESS
,16262,"(NEW)      Critical infrastructure partner call scheduled for 3/18/2020  (NEW)     ESF #6: Mass Care, Housing, Human Services   (ARC, Salvation Army, United Way, etc.)",0.0,polk,Iowa,0,SUCCESS
,145,FOOD ASSISTANCEAllÂ local school districts offer free grab and go meals toÂ any child 18 and under (in some cases special education students age 21 and under also qualify).,0.0,kitsap,Washington,0,SUCCESS
,12717,"Week   Statewide   Polk County   March 8  -   21   8,513   3,436     Monitoring bed capacity , testing   and medical supply inventories   daily .",0.0,polk,Iowa,0,SUCCESS
,9155,"For example, in a table/booth layout, central  tables can be removed, an d markings can be installed d esignating the path for seating .",0.0,polk,Iowa,0,SUCCESS
,13164,"Public Information Officer   Nola Aigner Davis, Polk Co Health 48 Recent Accomplishments  Working with JIC to answer media requests  Social media graphics/website updates  Added financial resources to website  Ongoing conversations with refugee/immigrant organizations  to provide COVID - 19 resources.",0.0,polk,Iowa,0,SUCCESS
,5418,"This helps public health experts   better understand how the virus is spreading in Buncombe County  and allows medical experts and local leaders make the best possible, data - driven decisions to protect  everyone.",0.0,buncombe,North Carolina,0,SUCCESS
,14873,"Within Iowa, Governor Reynolds has issued a public health emergency proclamation.",0.0,polk,Iowa,0,SUCCESS
21-Jul,78,"To champion your efforts to reopen and begin recovery, the Chambers of Kitsap County have compiled this Back-to-Business Toolkit to help guide you through the process.",1.0,kitsap,Washington,1,SUCCESS
,16922,High exposure risk jobs  are those with high  potential for exposure  to known or suspected  sources of COVID-19.,0.0,polk,Iowa,0,SUCCESS
,2433,"All county residents have a role, he said.",0.0,snohomish,Washington,0,SUCCESS
,13186,Recovery   guidance for re - opening or alternative options until re - opening for  various businesses/attractions 7.,1.0,polk,Iowa,1,SUCCESS
,15594,Discussions about  employee safety ongoing.,1.0,polk,Iowa,1,SUCCESS
,1587,Here are some ways you and your family can help.,0.0,snohomish,Washington,0,SUCCESS
,8807,There is always a chanc e that employers may face  claims of discrimination while making difficult choices in how they phase in the returning work  force.,1.0,polk,Iowa,1,SUCCESS
,14533,Current guidelines should be sourced from Polk County Health Department's webpage.,0.0,polk,Iowa,0,SUCCESS
,3478,"Governor Jay Inslee also sent a  letter   to   the Trump administration requesting  an extension of authority and additional funding for Washington National  Guard employment in support of COVID - 19 pandemic emergency response  operations throu gh July 31, 2020.",0.0,snohomish,Washington,0,SUCCESS
,14512,Calm  wind becoming east northeast  around 6 mph in the afternoon .,0.0,polk,Iowa,0,SUCCESS
,12247,Recovery   guidance for re - opening or alternative options until re - opening for various businesses/attractions 7.,1.0,polk,Iowa,1,SUCCESS
,12216,"Logistics Section Chief   Cameron Stufflebeam, Polk Co EMA 37 Objectives Due Date 10 - day plan and re - order process, Alternate sourcing,  WebEOC clean - up and entry State asset delivery and distribution Ongoing Volunteer management process  documented 4/2 Warehouse management process  documented 4/2 Prepare a plan that will identify and describe how your Section/Group will work  virtually 4/8 Identify successor 4/8  4/10 Demobilization planning 5/1 Work with Ops and Congregate Group on LTC status and communications loop 4/20 Our success is measured by how well we help others succeed.",0.0,polk,Iowa,0,SUCCESS
,9824,"Polk County Confirmed COVID - 19 Cases 15 COVID - 19 Cases in Polk County Confirmed 3,447  (+370 since Tuesday) Deaths 93 (+8 since Tuesday) Confirmed Cases are based on IDPH data  Number of deaths are tracked by PCHD Our success is measured by how well we help others succeed.",0.0,polk,Iowa,0,SUCCESS
21-Jul,50,What about Should I wear a cloth mask?,0.0,pierce,Washington,0,SUCCESS
21-Jul,53,Save N95 and other Wear cloth or homemade masks when you: medical-grade masks for: Go out for essential supplies and services.,0.0,pierce,Washington,0,SUCCESS
21-Jul,54,Canâ€™t practice social distancing in public.,0.0,pierce,Washington,0,SUCCESS
21-Jul,56,Wash your hands often Cover your coughs and sneezes Keep 6 feet between you and Supplies of medical-grade masks are limited.,0.0,pierce,Washington,0,SUCCESS
21-Jul,57,with soap and warm water.,0.0,pierce,Washington,0,SUCCESS
21-Jul,58,with a tissue or your elbow.,0.0,pierce,Washington,0,SUCCESS
21-Jul,59,people who donâ€™t live with you.,0.0,pierce,Washington,0,SUCCESS
21-Jul,60,Practice healthy habits to keep you and your family healthy.,0.0,pierce,Washington,0,SUCCESS
21-Jul,61,Learn more and stay updated at tpchd.org/coronavirus.,0.0,pierce,Washington,0,SUCCESS
21-Jul,76,a Health Department Healthy People in Healthy Communities,0.0,pierce,Washington,0,SUCCESS
21-Jul,52,Cloth or other homemade masks may help you protect others.,0.0,pierce,Washington,0,SUCCESS
,17216,"Workers with medium  exposure risk may need to  wear some combination  of gloves, a gown, a face  mask, and/or a face shield  or goggles.",1.0,polk,Iowa,1,SUCCESS
,15220,Current guidelines should be sourced from Polk County Health Department's webpage.,0.0,polk,Iowa,0,SUCCESS
,15683,Volunteer Iowa:     Volunteer Iowa has set up an online volunteer event page for COVID - 19 related volunteer  opportunities.,0.0,polk,Iowa,0,SUCCESS
,10439,"Housing Group   Eric Kool, Polk County  Comm , Family, Youth  Services 25 Objectives Due Date Continue to interview and hire staff  Ongoing Coordinate with Central Intake/PHC on the expansion of rapid re - housing for families on wait  lists or in shelters Ongoing Creating a process to d istribute refugee grants for outreach and support Ongoing Meet with MCC to review modeling to determine alternative solutions to sheltering 4/22 Reach out to those counties who may have self - referral homeless coming to Polk County 4/22 Completing the refugee grant application 4/24 Identify a plan for PUI homeless population with MCC 4/24 Develop a task list required for Isolation Shelter transition/demobilization; coordinate with  Logistics 5/1 Meet with PCHD, MCC, shelter representatives to outline processes for hospital discharge of  homeless population and determine solutions to the gaps and communicate expectations 5/1 Determine the process to meet the needs for   5/1 Our success is measured by how well we help others succeed.",0.0,polk,Iowa,0,SUCCESS
,9666,Emergency Services Dashboard 33 Our success is measured by how well we help others succeed.,0.0,polk,Iowa,0,SUCCESS
,2650,Arlington Community Events Update   The City of Arlington published a list of upcoming events that have been  canceled for 2020.,0.0,snohomish,Washington,0,SUCCESS
,14816,5 Our success is measured by how well we help others succeed.,0.0,polk,Iowa,0,SUCCESS
,10320,Welcome   Planning Section Chief 1.,0.0,polk,Iowa,0,SUCCESS
,1938,Have 20 or fewer employees (including the  business owner/worker).,1.0,snohomish,Washington,1,SUCCESS
,11918,"A dashboard has been  developed that assigns color coding on the status of bed capacity, positive hospitalizations o r persons under  investigation (PUI), staffing levels and supplies.",0.0,polk,Iowa,0,SUCCESS
,14293,Numbers have been collated for housing and childcare.,0.0,polk,Iowa,0,SUCCESS
,10199,"Public Information Officer   Nola Aigner Davis, Polk Co Health 56 Recent Accomplishments  Working with JIC to answer media requests  Social media graphics/website updates  Ongoing  conversations with refugee/immigrant organizations  to provide COVID - 19  resources  Interpretation call line established  Coordinated interpreters to be onsite with the PCHD CD  Team Our success is measured by how well we help others succeed.",0.0,polk,Iowa,0,SUCCESS
,16160,Daily conference calls (M - F) are taking place at noon for ongoing collaboration and needs assessments with  metro - wide partners.,0.0,polk,Iowa,0,SUCCESS
,3999,news release   a nd tune into   TVW   to watch the  recording.,0.0,snohomish,Washington,0,SUCCESS
,16127,"Some event cancellations, per   CDC guidelines.",0.0,polk,Iowa,0,SUCCESS
,9290,Emerging Priorities66Å,0.0,polk,Iowa,0,SUCCESS
,5247,1,0.0,buncombe,North Carolina,0,SUCCESS
,1229,"This is  one potentially effective treatment that can be administered and  evaluated soon, while vaccines are being developed.",0.0,snohomish,Washington,0,SUCCESS
,10661,Closing Comments Adjourn Our success is measured by how well we help others succeed.,0.0,polk,Iowa,0,SUCCESS
,223,### Â   Useful Links   Kitsap County EOC Coronavirus Resource and Information Page   Kitsap Community Foundation's Kitsap Cares Page   Kitsap County Services During the Coronavirus Response   Kitsap Public Health Coronavirus Information Page   Washington State Coronavirus Response Page      Scraping from https://content.govdelivery.com/accounts/WAKITSAP/bulletins/284a1de   Scraping from https://content.govdelivery.com/accounts/WAKITSAP/bulletins/28470a0   Scraping from https://content.govdelivery.com/accounts/WAKITSAP/bulletins/2843b46    News & Information COVID-19 Testing Results Update for Kitsap County as of 2 p.m. on March 31.,0.0,kitsap,Washington,0,SUCCESS
,16449,Critical PPE and other medical resources remain scarce.,0.0,polk,Iowa,0,SUCCESS
,3737,"Washington - Based Company Limeade Extends Well - Being  Solution to Help Care for Apple Health (Medicaid) Clients  Free of Charge   In an effort to  support the emotional and physical well - being of  Washingtonians during the COVID -  Authority has worked with   Limeade , an employee experience software  company, to exp and free access to its online wellness tools to more than  200,000 Apple Health (Medicaid) clients through 2020.",1.0,snohomish,Washington,1,SUCCESS
,4316,Donations are by appointment only     call 425 - 740 - 2909 or  schedule an appointment online.,0.0,snohomish,Washington,0,SUCCESS
,2851,"For more information please visit the Cohen Veterans  Ne  webpage   and read the  article , and   the   Health Pulse Study .",0.0,snohomish,Washington,0,SUCCESS
,3610,You can still face an eviction for illegal activity or for creating a  nuisance.,0.0,snohomish,Washington,0,SUCCESS
21-Jul,146,"Employers that do not currently offer sick leave to some or all of their employees may want to draft non-punitive ""emergency sick leave"" policies.",1.0,kitsap,Washington,1,SUCCESS
21-Jul,168,"If you cannot get a touchless thermometer, any other thermometer must be carefully sanitized before usage with approved disinfection products and procedures.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,148,Sick employees should follow CDC-recommended steps.,1.0,kitsap,Washington,1,SUCCESS
21-Jul,285,DSHS will not verify immigration information with USCIS for those who are only eligible for DCAP.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,286,Those individuals or families who are eligible for other cash or food assistance programs will have their immigration status verified by DSHS through the SAVE system under its contract with USCIS.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,287,"Updated June 24, 2020 Guidance on Cloth Face Coverings from the Washington State Department of Health COVID-19 is spreading in Washington state.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,288,People with COVID-19 can spread the virus even when they donâ€™t have symptoms or know that they are sick.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,289,The Washington State Department of Health requires you to wear a cloth face covering in public when you cannot stay six feet (or two meters) away from others.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,290,"You must wear a face covering in indoor public settings like the grocery store, pharmacy, hardware store, health clinic, and other locations.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,291,You should also wear a face covering outside if you cannot keep six feet (or two meters) away from other people at all times.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,292,The Centers for Disease Control and Prevention also recommends that you wear a cloth face covering.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,284,Will my immigration information be shared with federal immigration authorities (United States Citizenship and Immigration Services)?,0.0,kitsap,Washington,0,SUCCESS
21-Jul,293,Face coverings can help prevent the spread of COVID-19 to others.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,295,A cloth face covering alone will not prevent the spread of COVID-19.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,296,"You should still stay six feet (or two meters) away from non-household members when you wear a face covering, and wash your hands often with soap and water or use alcohol-based hand sanitizer.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,297,"Guidance To help protect yourself and others against COVID-19: â€¢ Wear a cloth face covering in public â€¢ Wash your hands often with soap and water â€¢ Wash your hands before you touch your eyes, nose, and mouth â€¢ Wash your hands before and after you put on, take off, or adjust your face covering â€¢ Stay six feet (or two meters) away from others who are not in your household â€¢ Stay away from people who are sick â€¢ Stay home when you are sick FAQ What is a cloth face covering?",0.0,kitsap,Washington,0,SUCCESS
21-Jul,298,A cloth face covering is fabric that covers your nose and mouth.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,299,"It can be: â€¢ A sewn mask with ties or straps that go around the head or behind the ears â€¢ Several layers of fabric tied around a personâ€™s head â€¢ Made from a variety of materials like cotton, fleece, or linen â€¢ Factory-made or home-made If you would like to sew your own cloth face covering (mask) see: How to Sew a Face Mask Please do not use N95 respirators or surgical masks as your face covering.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,301,Do cloth face coverings stop the spread of COVID-19?,0.0,kitsap,Washington,0,SUCCESS
21-Jul,302,"Cloth face coverings can reduce the release of virus particles into the air when a person with COVID-19 speaks, coughs, or sneezes.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,303,"You can help prevent the spread of COVID-19 when you wear a cloth face covering, even if you donâ€™t think you have COVID-19.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,294,"When you wear a face covering, you help protect others around you.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,283,You also are not required to provide a Social Security number to receive DCAP.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,282,Any DCAP payment is excluded from the public charge test.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,281,You are not required to be a U.S. citizen or to have certain immigration status to receive DCAP.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,262,DCAP is a one-time cash program for households that donâ€™t qualify for other DSHS cash programs.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,263,What is the income limit for this program?,0.0,kitsap,Washington,0,SUCCESS
21-Jul,264,The net income limit (after deductions) for all income expected in the month of application is based on your household size.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,265,"See chart below: Household Size Income Limit After Deductions 1 $363 2 $459 3 $569 4 $670 5 $772 6 $877 7 $1,013 8+ $1,121 Is there a resource limit for this program?",0.0,kitsap,Washington,0,SUCCESS
21-Jul,266,"During the current emergency, up to $6,000 of your available resources are exempt.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,267,"Equity up to $10,000 in a vehicle is also exempt.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,268,What information do I need for my interview?,0.0,kitsap,Washington,0,SUCCESS
21-Jul,269,"During the interview, we will discuss all income you expect for the month, your available resources and the expenses you need help with.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,270,What type of expenses can I get help with?,0.0,kitsap,Washington,0,SUCCESS
21-Jul,271,"DCAP covers the following types of needs: Shelter costs, utilities, clothing, minor medical care, household supplies and transportation costs for work.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,272,"DCAP can also help with food, only if you arenâ€™t eligible for ongoing food benefits.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,273,What is the maximum DCAP benefit amount?,0.0,kitsap,Washington,0,SUCCESS
21-Jul,274,"The benefit amount depends on your household size, income and need.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,275,"The maximum benefit is listed below: Household Size Maximum Benefit Amount 1 $363 2 $459 3 $569 4 $670 5 $772 6 $877 7 $1,013 8+ $1,121 How do I receive the benefits?",0.0,kitsap,Washington,0,SUCCESS
21-Jul,276,"If you are approved for DCAP, your benefits will be issued to your Electronic Benefit Transfer, or EBT, card.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,277,"If you do not have one, we will provide you a card.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,278,"Your card will be sent to you in the mail, unless you have a general delivery address.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,279,Do I need to be a citizen?,0.0,kitsap,Washington,0,SUCCESS
21-Jul,280,What if I do not have a Social Security number?,0.0,kitsap,Washington,0,SUCCESS
21-Jul,304,Who should wear a cloth face covering?,0.0,kitsap,Washington,0,SUCCESS
21-Jul,305,Most people should wear a face covering in public.,0.0,kitsap,Washington,0,SUCCESS
21-Jul,307,"Some people should not wear cloth face coverings: â€¢ Children under two years of age â€¢ People who have disabilities that: o Prevent them from comfortably wearing or taking off face coverings o Prevent them from communicating while wearing face coverings â€¢ People who have respiratory conditions or breathing trouble â€¢ People who have been told by a medical, legal, or behavioral health professional not to wear face coverings When should I wear a cloth face covering?",0.0,kitsap,Washington,0,SUCCESS
21-Jul,308,"You should wear a cloth face covering when you are in public with other people, especially indoors.",0.0,kitsap,Washington,0,SUCCESS
21-Jul,333,The crew member was transported to the Peace Health this morning.,0.0,whatcom,Washington,0,SUCCESS
21-Jul,336,"The companyâ€™s plan includes testing all crew members on board, as well as agreements with an isolation and quarantine facility in King County.",0.0,whatcom,Washington,0,SUCCESS
21-Jul,340,"As this is a current and rapidly evolving situation, there will be no further information available this evening.",0.0,whatcom,Washington,0,SUCCESS
21-Jul,341,Whatcom County Unified Command or the Whatcom County Health Department will provide updates as more information is available.,0.0,whatcom,Washington,0,SUCCESS
21-Jul,342,"### Bellingham,5 W09A G 9ir8a2r2d5 S-4tr0e0e5t 1500 North State Street Bellingham, WA 98225-4551 360.778.6000 | FAX 360.778.6001 360.778.6100 | FAX 360.778.6101 WhatcomCountyHealth www.whatcomcounty.us/health WhatcomCoHealth",0.0,whatcom,Washington,0,SUCCESS
21-Jul,343,USDA and its Federal partners have programs that can be used to provide immediate and long-term assistance to rural communities affected by the COVID-19 outbreak.,0.0,pottawattamie,Iowa,0,SUCCESS
21-Jul,344,"These programs can support recovery efforts for rural residents, businesses and communities through: Â¢ technical, training, and management assistance; Â¢ financial assistance; and Â¢ state and local assistance.",1.0,pottawattamie,Iowa,1,SUCCESS
21-Jul,349,"For the latest news from the CDC on COVID-19, visit coronavirus.gov.",0.0,pottawattamie,Iowa,0,SUCCESS
21-Jul,351,"COVID-19 Federal Response Resource Matrix OoO (oy) Technical Assistance/ Training/Management Â¢ USDA Agriculture Marketing Service: FAQâ€™s: Related to COVID-19 impact on the Fruit and Vegetable industry SBA: COVID-19 Small Bus Guidance and Loan Resources Small Business Development Centers: Small Business Resources Service Corps of Retired Executives (SCORE): Small Business Resource Hub Â¢ SCORE: Remote mentoring Benefits.gov Coronavirus resources Â¢ DOL: Families First Coronavirus Response Act Notice-FAQS FDA-COVID-19-Related Guidance Documents for Industry, FDA Staff, and Other Stakeholders Â¢ NEW: FEMA Planning Starter Kit for Returning to Full Operations Is es Financial General State/ Assistance Local Resources USDA Rural Development Business _ | * Guidance for Businesses and and Industry Loan Guarantee Employers to Plan and Respond USDA Farm Service Agency: Coronavirus.Gov-Breakdown Microloan Programs of Assistance SBA Paycheck Protection Program USDA Multi-Family Housing Direct SBA COVID-19 Economic Inju Loan COVID-19 Fact Sheet Disaster Loan NEW: SBA Federal Contractin SBA: COVID-19 Small Bus.",1.0,pottawattamie,Iowa,1,SUCCESS
21-Jul,352,Guidance for Small Businesses.,1.0,pottawattamie,Iowa,1,SUCCESS
21-Jul,353,Guidance and Loan Resources impacted by COVID-19 DOL: National Health Emergenc NEW: SBA-Economic Inju Dislocated Worker Grants Disaster Loan (EIDL) and EIDL Advance for qualified DOL: Wage and Hour small businesses and Division: COVID-19 and the.,1.0,pottawattamie,Iowa,1,SUCCESS
21-Jul,354,"U.S. agricultural businesses American Workplace IRS Coronavirus Tax Relief and Economic Impact Payments USDA RD Rural Energy for American Program-Renewable Energy & Energy Efficiency Fact Sheet USDA RD Single Family Home Loan Guarantees Fact Sheet NEW: USDA RD Business and Industry CARES Act Program NEW: National Institute of Standards and Technology Manufacturing Extension Partnership Grants usda.gov/coronavirus4) Rural Customer Agricultural Producers and Ranchers: COVID-19 Federal Response Resource Matrix OoO ony Technical Assistance/ Training/Management Â¢ USDA Continues Focus on Service During COVID-19 Outbreak Â¢ H-2A Visa Program COVID-19 Related Resources Â¢ Farm Loan Discovery Tool Â¢ Farm Service Agency: Guaranteed Loans-Lender Toolkit Â¢ USDA Agriculture Marketing Service: FAQâ€™s: Related to COVID-19 impact on the Fruit and Vegetable industry IgSo5 Financial Assistance Farmers.gov: Funding for Farmers Ranchers, and forest landowners Farm Loan Discovery Tool USDA Farm Service Agency: Microloan Programs Find your local Natural Resources Conservation Service office SBA Paycheck Protection Program IRS Coronavirus Tax Relief and Economic Impact Payments USDA Rural Energy for American Program-Renewable Energy & Energy Efficiency Fact Sheet NEW: USDA Coronavirus Food Assistance Program NEW: USDA RD Business and Industry CARES Act Program NEW: USDA Agricultural Marketing Service (AMS) Overview of Local & Regional Food Funding ry General State/ Local Resources Farmers.gov Latest Updates and Resources AMS-USDA Farmers to Families Food Box (part of Coronavirus Farm Assistance Program) NEW: US Dept.",1.0,pottawattamie,Iowa,1,SUCCESS
21-Jul,355,"of Veterans Affairs-COVID-19 Response NEW: USDA FSA Expands Set-Aside Loan for Customers Impacted NEW: SBA-Economic Injury Disaster Loan (EIDL) and EIDL Advance for qualified small businesses and U.S. agricultural businesses usda.gov/coronavirusA Rural Customer Government Entities: State, County or local governments COVID-19 Federal Response Resource Matrix OoO (ial Technical Assistance/ Training/Management USDA Foreign Agricultural Service (FAS) Data and Analysis USDA FAS Overseas Office Directory USDA FAS Programs FNS Coronavirus Website National Park Service Public Health Update FEMA: Coronavirus (COVID-19) Response FEMA Coronavirus Rumor Control Interim Guidance for Emergency Medical Services (EMS) Systems and 911 Public Safety Answering Points: CDC FCC: Service Providers Pledge(s) Cybersecurity & Infrastructure Security Agency: Critical Infrastructure Guidance NEW: US Dept.",1.0,pottawattamie,Iowa,1,SUCCESS
