category,diff_line,county,state
,"IRS: Act by Wednesday for Chance to Get Quicker Economic  Impact Payment   With a variety of steps underway to speed Econo mic Impact Payments,  the Treasury Department and the Internal Revenue Service urged people  to use  Get My Payment   by noon Wednesday, May 13, for a chance to get  a quicker del ivery.",snohomish,Washington
,"The IRS, working in partnership with Treasury Department and the Bureau of  Fiscal Services (BFS), continues to accelerate work to get Economic Impact  Payments to even more people as soon as possible.",snohomish,Washington
,Approximately 130  million individuals have alread y received payments worth more than $200  billion in the program's first four weeks.,snohomish,Washington
,"Starting later this month, the number of paper checks being delivered to  taxpayers will sharply increase.",snohomish,Washington
,"For many taxpayers, the last chance to  obtain a direct deposit of  their Economic Impact Payment rather than  receive a paper check is coming soon.",snohomish,Washington
,"People should visit  Get My  Payment   on  IRS.gov   by noon Wednesday, May 13, to c heck on their  payment status and, when available, provide their direct deposit  information.",snohomish,Washington
,"After noon Wednesday, the IRS will begin preparing millions of files to send  to BFS for paper checks that will begin arriving through late May and into  June.",snohomish,Washington
,Taxpay ers who use  Get My Payment   before that cut - off can still take  advantage of entering direct deposit information.,snohomish,Washington
,"C onfirmed and  Probable Cases  of COVID - 19 in Snohomish  County (as of  May  11 , 2020)   Case Count   Last Updated:    2:00   p.m.",snohomish,Washington
,"Confirmed   2, 703   Probable   2 68   Deceased   1 1 9     Jurisdiction   Last Updated:  2:00  p.m.   Arlington   1 1 3   ( 83   recovered)   Bothell *   1 9 6   (1 32   recovered)   Brier   1 8   (1 3   recovered)   Darrington   <5   (<5 recovered)   Edmonds   2 9 9   (1 93   recovered)   Everett   8 59   ( 529   recovered)   Gold Bar   <5   (<5 recovered)   Granite  Falls   2 3   (15 recovered)                                                                                                         COVID - 19   CONFIRMED AND PROBABLE CASES  OF COVID - 19 IN SNOHOMISH  COUNTY   Please note: The statistics are also  available on the  Snohomish Health  District website .",snohomish,Washington
,"Starting May 8, total number of cases  and deaths associated with long - term  care facilities will be p rovided daily  Monday - Friday, and a breakdown by  individual long - term care facilities will  be updated weekly.",snohomish,Washington
,ESSENTIAL LINKS AND PHONE  NUMBERS FOR UP - TO - DATE  INFORMATION      Snohomish Health District      Snohomish County      Snohomish County COVID - 19  Response & Community Resource  Hub      Washington State      Centers for Disease Control and  Prevention      Snohomish County COVID - 19  Phone Line:  425 - 388 - 3944      Washington State COVID - 19  Hotline: Call  1 - 800 - 525 - 0127  or  text   211 - 211 for help.,snohomish,Washington
,"For  information to be texted to you,  text  Coronavirus  to  211 - 211.",snohomish,Washington
,Index   0   Lake Stevens   10 9   ( 92   recovered)   Lynnwood   5 78   ( 357   recovered)   Marysville   2 2 7   (1 51   recovered)   Mill Creek   4 7   ( 3 4   recovered)   Monroe   72   ( 54   recovered)   Mountlake Terrace   9 8   ( 71   recovered)   Mukilteo   5 2   (4 7   recovered)   Snohomish   1 3 5   ( 106   recovered)   Stanwood   9 2   ( 70   recovered)   Sultan   8   (<5 recovered)   Tulalip   1 7   ( 8   recovered)   Unknown /Other   < 5   (<5 recovered)   Woodinville *   1 2   (10 recovered)   Woodway   7   ( 7   recovered)   Numbers less than 5 are  suppressed to protect medical privacy.,snohomish,Washington
,Unknown  includes cases still under investigation.,snohomish,Washington
,*Counts are for portions in Snohomish County only.,snohomish,Washington
,"COVID - 19   Wedne sday ,    March  2 5 , 202 0   GOVERNOR SUSPENDS CE RTAIN  STATUTORY REQUIREMEN TS FOR  OPEN PUBLIC MEETINGS   A ND   PUBLIC RECORDS   Read at the right about the  suspension of certain  statutory  requirements for OPMA and PRA .",snohomish,Washington
,"QUESTIONS ABOUT THE   INFRASTRUCTURE WORKE      Jay Inslee designated a list of    tate, local, tribal,  and industry partners as they work  to protect communities .",snohomish,Washington
,"HOW TO ADDRESS VIOLA TIONS   TAY     R espectfully share your concerns  with the business, organization, or  individual that is not abiding by the  new  rules .",snohomish,Washington
,You can also direct  concerns to the Snohomish Health  District Environmental Health Division  at 425 - 339 - 5250.,snohomish,Washington
,Do not call 911.,snohomish,Washington
,SNOHOMISH COUNTY    DAILY BRIEFING   Gov.,snohomish,Washington
,Jay Inslee  Suspends Certain Statutory Requirements  for Open Public Meetings and Public Records   On Tuesday Gov.,snohomish,Washington
,Inslee  signed a proclamation suspending certain  statutory requirements in the Open Public Meetings Act (OPMA) and  Public Records Act (PRA) for 30 days.,snohomish,Washington
,The OPMA requires public meetings have facilities made available for  people to attend.,snohomish,Washington
,Waving this requirement  now  works to prevent the  gathering of people to further curb the spread of the virus.,snohomish,Washington
,"However,   defined in RCW 42.30.020, or matters necessary to address the COVID - 19 outbreak, for the 30  days the proclamation is active.",snohomish,Washington
,The PRA mandates public access to agency facilities  for   review and  copy ing of   public records.,snohomish,Washington
,Many  local government   offices   are closed   - essential businesses close or   begin teleworking .,snohomish,Washington
,Those  conditions make   it difficult  for agencies  to respond to requests  with in the five - day  deadline.,snohomish,Washington
,"Under this order, the requirement for agencies to respond to  or acknowledge all records requested in the PRA mandated timeframe  is  waived.",snohomish,Washington
,"However, agencies are still expected to continue to respond  promptly and to the greatest and fullest extent possible.",snohomish,Washington
,proclamation  he re:  https://www.governor.wa.gov/news - media/inslee - signs - additional - measures - help - mitigate - covid - impacts .,snohomish,Washington
,"order, Gov.",snohomish,Washington
,"Jay   help state, local, tribal, and industry partners as they work to protect  communities, while ensuring continuity of functions critical to public  health and safety, as   well as economic and national security.",snohomish,Washington
,attempts to balance the needs of health and business while  recognizing some of the unique characteristics of the Pacific Northwest  economy.,snohomish,Washington
,"For mo re information, please read the   Proclamation :  https://www.governor.wa.gov/sites/default /files/proclamations/20 - 25%20Coronovirus%20Stay%20Safe - Stay%20Healthy%20%28tmp%29%20%28002%29.pdf   For questions and petitions, please refer all inquiries to:   business@mil.wa.gov   How to Address  Violations of  the    rder         we encourage you to respectfully share  your concerns with the business, organization, or individual that is not  abiding by   the new rules.",snohomish,Washington
,This is a hectic and confusing time.,snohomish,Washington
,"Our social                                                                                                             COVID - 19   EMPLOYMENT SECURITY  RELAXES  JOB SEARCH REQUIREME NTS   Under a proclamation from the  Governor, the state Empl oyment  Security Department has relaxed  rules requiring those seeking jobless  aid to also actively go out and seek  work.",snohomish,Washington
,"STATE PARKS AND PUBL IC LANDS  CLOSING TO PUBLIC   By tomorrow, Department of  Resources and State Parks will be  closed to the public to slow   the  spread of COVID - 19.",snohomish,Washington
,COMMUNITY HELP LINES   AVAILABLE   Direct your residents to these  community help lines for assistance  and information.,snohomish,Washington
,CORNERSTONE FOUNDATI ON  PROVIDES FREE RESOUR CES TO  LOCAL GOVERNMENTS    learning  destination launched by  the Cornerstone Foundation to  access essential training for local  governments.,snohomish,Washington
,"If the in  conversation, direct concerns to the Snohomish Health District  Environmental Health Division  at  425 - 339 - 5250.",snohomish,Washington
,This is the unit that  manages complaints about businesses that may have health violations.,snohomish,Washington
,"Keep in mind that during this public health emergency, it may take  time for someone to follow - up on a violation.",snohomish,Washington
,Do not call 911 to report .,snohomish,Washington
,"We need your help to educate, inform and  encourage friends, small businesses, community organizations and  others to   follow these new orders.",snohomish,Washington
,"Employment Security Relaxes Job Search Requirements   On Tuesday, the state Employment Security Department relaxed rules  requiring those seeking jobless aid to also actively go out and seek   quirement to receive  unemployment insurance benefits was made optional on Tuesday,  another in a series of measures by Gov.",snohomish,Washington
,"Jay Inslee and the state  Employment Security Department to increase access to  unemployment benefits for workers affected by the COVID - 19   traditional waiting week for aid, allowing payments to start from the first  week of eligibility.",snohomish,Washington
,"More information is available here :  https://esd.wa.gov/newsroom/covid - 19?utm_medium=email&utm_source=govdelivery   Gates to Public Lands, State Parks to Close by Thursday   The state Department of Resources cutting off access to hiking and  camping in an effort to slow the spread of COVID - 19.",snohomish,Washington
,"City, county,  state and some national parks are largely shutting down, too.",snohomish,Washington
,National  Forest land remains open     for now.,snohomish,Washington
,Full article he re :  https://www.heraldnet.com/news/city - state - federal - parks - mostly - closed - due - to - covid - 19/     Community Help Lines Available   211 Washington   All 2 - 1 - 1 ca ll centers in Washington State are currently contracted with  the Washington State Department of Health to help address the   - 19.,snohomish,Washington
,"2 - 1 - 1 is aware that individuals  are facing concerns about their health, jobs, and day - to - day li ving.",snohomish,Washington
,New resources that serve individuals affected by COVID - 19 are  developing rapidly and 2 - 1 - 1 can assist with getting callers connected  to needed services.,snohomish,Washington
,"Call North Sound 2 - 1 - 1 toll free: 1 - 800 - 223 - 8145   Disaster Distress Helpline     Substance Abuse and   (SAMHSA) Disaster Distress Helpline provides 24/7, 365 - day - a - year crisis  counseling and support to people experiencing emotional distress.",snohomish,Washington
,Call: 1 - 800 - 985 -  https://www.samhsa.gov/find - help/disaster - distress - helpline     Washington State Department of Health  -   Coronavirus Information   The Washington State Department of Health has established a call  center   to address questions from the public.,snohomish,Washington
,"Call Center: 1 - 800 - 525 - 0127, from 6 a.m. to 10 p.m., seven days a week; or visit   https://www.doh.wa.gov/Emergencies/Coronavirus     Cornerstone Foundation P rovides Free Education  Resources for Local Government Agencies                                                                                                         COVID - 19   FIRE DEPARTMENTS CHA NGE  INTERACTIONS IN RESP ONSE TO  COVID - 19   The COVID - 19 outbreak has  changed the way firefighters  interact in the community .",snohomish,Washington
,More  information at right.,snohomish,Washington
,CITY OF SNOHOMISH SU SPENDS  REUSABLE BAG REGULAT ION   T he City of Snohomish is temporarily  suspending enforcement of  Ordinance No.,snohomish,Washington
,2360 relating to  Reusable Bags.,snohomish,Washington
,More information at  right.,snohomish,Washington
,GUIDE FOR SPECIAL ST ORE  SHOPPING HOURS   A   new guide for store shopping  hours for seniors and those with  compromised immune systems is  available at the right.,snohomish,Washington
,RUMOR CONTROL   Please email the JIC  at   eccjic.activation@snoco.org   if  you are   aware of any rumors that  need to be addressed in our  community.,snohomish,Washington
,The Cornerstone Foundation is responding to the Coronavirus   learning destination where you can access essential training to help  navigate this unprecedented pandemic.,snohomish,Washington
,"As a leader in learning ,  Cornerstone is hoping to help with these  free educational resources for  local government agencies .",snohomish,Washington
,The Cornerstone Cares site includes 3 free eLearning playlists:   1)      Support infection prevention & control of COVID - 19   2)      Promoting Self - Care & He lping you Manage Stress   3)      Helping you be Productive While Working from Home    :  https://hr.corner stoneondemand.com/cornerstonecares/?linkId=84565 350     Fire Departments Change Interactions in Response to  COVID - 19   The COVID - 19 outbreak has changed the way firefighters interact in  the community.,snohomish,Washington
,Even in non - emergency situations fire personnel will be  adhe ring to social distancing rules.,snohomish,Washington
,"In responding to medical calls, one  firefighter will come to your door dressed in protective gear to ask you  a few questions before entering.",snohomish,Washington
,They may also ask you to wear a  mask.,snohomish,Washington
,"Also, we would like to remind everyone tha t fire stations are  closed to visitors at this time.",snohomish,Washington
,These changes are for your safety and the safety of our first responders.,snohomish,Washington
,City of Snohomish Suspends Reusable Bag Regulations   Many local retailers have prohibited the use of reusable bags in light of  the   COVID - 19 outbreak.,snohomish,Washington
,"Accordingly, t he City of Snohomish is  temporarily suspending enforcement of Ordinance No.",snohomish,Washington
,2360 relating to  Reusable Bags.,snohomish,Washington
,Plastic Bags will be made available by retailers until the  COVID - 19 outbreak is over.,snohomish,Washington
,Special  S tore  S hopping  H our s   f or Seniors and Others   Please encourage your residents to avoid shopping during these times  unless they are a senior or have compromised immune systems.,snohomish,Washington
,"COVID - 19   CONFIRMED AND PROBAB LE  CASES OF COVID - 19 IN  SNOHOMISH COUNTY   Please note: The statistics are also  available on the Snohomish Health  District website :  https://www.snohd.org/499/COVID - 19 - Case - Count - Info     ESSENTIAL LINKS AND  PHONE  NUMBERS FOR UP - TO - DATE  INFORMATION      Snohomish Health District   https://www.snohd.org/484/Novel - Coronavirus - 2019          Snohomish County   https://snohomishcountywa.gov/558 9/COVID - 19 - Response          Washington State   https://coronavirus.wa.gov/          Centers for Disease Control and  Prevention   https://cdc.gov/coronavirus/2019 - nCoV/index.html          Snohomish County  COVID - 19  Phone Line:   425 - 388 - 3944        Washington State  COVID - 19  Hotline:   1 - 800 - 525 - 0127 , then  press #     Rumor Control: Fact or Fake Resource   The Snohomish County Joint Information Center (JIC) has put  together  a   Fact or Fake   resource to address rumors in the community :  https://infogram.com/rumor - control - 32420 - 1hkv2n1zrkwp6x3?live         Please email the JIC at   eccjic.activation@snoco.org   with rumor  concerns.",snohomish,Washington
,"FEMA has also launched a   Coronavirus Rumor Control   page :  https://www.fema.gov/coronavirus - rumor - control       Confirmed and probable cases of COVID - 19 in Snohomish  County (as of March  2 5 , 2020)     Case Count   Last Updated:  2 : 0 0   p .m.",snohomish,Washington
,Confirmed   6 34   Probable   31   Deceased   1 6   Community Acquired / Close Contact   565     Jurisdiction   Last Updated:  2:0 0   p .m.,snohomish,Washington
,Arlington   30   Bothell   59   Brier   <5   Darrington   <5   Edmonds   52   Everett   17 8   Gold Bar   <5   Granite Falls   <5   Index   0   Lake Stevens   1 9   Lynnwood   7 8   Marysville   60   Mill Creek   1 9   Monroe   14                                                                                                       Mountlake Terrace   1 8   Mukilteo   1 3   Snohomish   41   Stanwood   40   Sultan   <5   Tulalip   <5   Unknown /Other   2 1   Woodinville   6   Woodway   <5   Numbers less than 5 are suppressed to protect medical privacy.,snohomish,Washington
,Not all  cases are within city limits and totals may include nearby  unincorporated Snohomish County.,snohomish,Washington
,"COVID - 19   Monday , June  22 , 202 0   SNOHOMISH COUNTY DAT A  UPDATES AND COVID AC TIVITY  SNAPSHOT   The Snohomish Health District   and  Snohomish County  last week began  publishing a COVID activity   snapshot  that provides metrics aligned with the   Safe Start plan.",snohomish,Washington
,The snapshots are  updated on Fridays.,snohomish,Washington
,DRIVE - THRU TESTING SCHEDUL E  UPDATE    - thru testing schedule  from the Snohomish Health District is at  r ight.,snohomish,Washington
,SNOHOMISH COUNTY    DAILY BRIEFING   Snohomish County  Data Updates and COVID Activity  Snapshot   The Snohomish Health District  and Snohomish County  last week began  publishing a  COVID activity snapshot   that provides metrics aligned with the   updated on Fridays mo ving forward.,snohomish,Washington
,"The health district also has worked with the Washington State Department  of Health (DOH) to install a plug - in from their data dashboard, allowing  data specific to Snohomish County to display directly in the Case Counts  page.",snohomish,Washington
,"Within the next 1 - 2 weeks, a similar plug - in for the  Phases and Risk  Assessment Dashboard   is anticipated to be added.",snohomish,Washington
,"The Health District is still providing updates   Monday - Friday of total  confirmed cases, total probable, and a breakdown of cases by city (see  the end of this briefing for this information).",snohomish,Washington
,"A weekly report is now being  posted on Fridays, providing a more detail analysis of cases in Snohomish  County fro m the prior week.",snohomish,Washington
,The  report for the week ending June 13   has  now been posted.,snohomish,Washington
,The community is encouraged to help prevent the spread of illness and to  support the response to this outbreak by staying informed and sharing  reliable information.,snohomish,Washington
,This is a very fluid situation and information will be  updated at  www.snohd.org/ncov2019    media channels.,snohomish,Washington
,Drive - Thru Testing Schedule Update   The Snohomish Health District is continuing its expanded community - based  testing operations.,snohomish,Washington
,"The schedule for the week of June   22 is as follows:      Tuesday, June 23 from 9 a.m. to 4 p.m. at McCollum Park located  at 600 128th   St SE in Everett      Wednesday, June 24 from 9 a.m. to 2 p.m. at the Sno - Isle Libraries  branch located at 1070 Village Way in Monroe      Thursday, June 25 from noon to  7 p.m. at McCollum Park      Friday, June 26 from 9 a.m. to 2 p.m. at the Sno - Isle Libraries  branch located at 311 Maple Ave in Snohomish      Saturday, June 27 from 10 a.m. to 2 p.m. at McCollum Park   Testing will continue to be available to those who are:   Sick and  have developed any of the following symptoms within the last 14  days:                                                                                                           COVID - 19   MORE ON TESTING    blog on who should be tested, how to  get tested, and more.",snohomish,Washington
,"COMMUNITY TRANSIT, E VERETT  TRANSIT SET TO RESUM E FARE  COLLECTION JULY 1   According to an article in  The  Daily  Herald ,   Community Transit and Everett  Transit have announced fare  collection will resume July 1.",snohomish,Washington
,"STATE RELEASES NEW C OVID - 19  DATA TIED  T O OCCUPATION,  INDUSTRY   Data from a new report from the  Department of Health and  Department of Labor & Industries  s hows the largest number of COVID - 19  cases is associated with health care  workers and people who provide  healthcare support.",snohomish,Washington
,"Fever,      Chills,      Cough,      Difficulty breathing,      Fatigue,      Muscle pain or body aches,      Headache,      Sore throat,      Runny nose or nasal congestion, or      New loss of taste or smell.",snohomish,Washington
,"Asymptomatic individ uals who:      Are a close contact of a confirmed case, or      Live in a congregate setting, like a shelter, group home or assisted  living facility, or      Work in a location that has had a case,      Part of a family or social network that has had a case, or      Work in  healthcare, EMS, law enforcement or other fields where  work settings have a higher risk of catching or spreading COVID - 19, or      Are part of a racial or ethnic group that has been  disproportionately impacted by this virus in terms of rate or severity  of cases   (this includes people who are Black, Latinx, Native  American/Alaskan Native, or Pacific Islander), or      Need testing as required for health care, employment, or travel.",snohomish,Washington
,Registration is now open at  www.,snohomish,Washington
,snohd.org/drive - thru - testing .,snohomish,Washington
,"More on Testing   Testing is one of the key pieces of the COVID - 19 response, and it is  something that has changed and expanded over time.",snohomish,Washington
,"Testing will  continue to play a crucial role in reducing the spread of illness, responding   to outbreaks, tracking this pandemic, and     ultimately     being able to     COVID - 19 testing is much more widely available now than it was in the  early days of the pandemic.",snohomish,Washington
,Snohomish County currently h as more testing  capacity than demand.,snohomish,Washington
,"In some ways, that can be good news, as it may  signal that fewer people are in need of testing.",snohomish,Washington
,"But ideally, more people  should be getting test to better track the status of COVID - 19 in the  community.",snohomish,Washington
,"It shapes the Hea  and informs efforts to curb the spread of this disease by isolating cases,   answer some of those questions, the Health District has publis hed a new  blog:  Who should be tested, how to get tested, and more .",snohomish,Washington
,"Community Transit, Everett Transit Set to Resume Fare  Collection July 1   Community Transit and Everett Transit hav e announced that fare collection  for transit service will resume July 1.",snohomish,Washington
,Both transit agencies suspended fare  collection in March 2020 in response to the COVID - 19 pandemic.,snohomish,Washington
,Read the Herald article .,snohomish,Washington
,"State Releases New COVID - 19 Data Tied to Occupation,  Industry   The largest number of COVID - 19 cases in Washington state is associated  w ith health care workers and people who provide healthcare support,  according to data in a  new report   from the Washington State  Department                                                                                                            COVID - 19   INSLEE TAKES ACTION  ON THREE  PROCLAMATIONS   Gov.",snohomish,Washington
,Jay Inslee signed two new and  one updated proclamation   in  response to the continuing COVID - 19  pandemic.,snohomish,Washington
,of Health   (DOH) and the Department of  Labor & Industries (L&I)   Safety &  Health Assessment & Rese arch for Prevention (SHARP) program.,snohomish,Washington
,"The report details total COVID - 19 cases, by occupation and industry,  through May 27.",snohomish,Washington
,"The information about occupation, industry and employer  was collected during interviews with people who tested positive for  COVID - 19.",snohomish,Washington
,The highest number of infections is among workers in health care and  social assistance.,snohomish,Washington
,The manufacturing industry has the second highest  number of cases.,snohomish,Washington
,This includes traditional manufacturing businesses as well  as food processing facilities.,snohomish,Washington
,"ant to note that while the risk for contracting COVID - 19 may be  higher for people depending on their industry or occupation, this report  reflects where people work, not where or how they were infected.",snohomish,Washington
,It can  be difficult to determine with certainty where  and how people get  infected.,snohomish,Washington
,"In addition, healthcare workers have been a priority testing  group since the start of the pandemic potentially resulting in increased  detection of COVID - 19 in this group.",snohomish,Washington
,Many of the people who provided occupation and industry  information  when interviewed by public health after testing positive for COVID - 19 also  provided information about race and ethnicity.,snohomish,Washington
,Looking at data on race  and ethnicity by industry and occupation can help identify workers at  higher risk of contracting t his illness and help focus our prevention efforts.,snohomish,Washington
,"For example, 12 percent of Hispanic and Latinx workers are employed in  agriculture, forestry, fishing and hunting, while 21 percent of COVID - 19  cases among these workers are in that industry.",snohomish,Washington
,Additional st udies are needed to better understand the risks of certain  occupations for COVID - 19.,snohomish,Washington
,This report will be updated regularly online.,snohomish,Washington
,Inslee Takes Action on Three Proclamations   Gov.,snohomish,Washington
,Jay Inslee signed two new and one updated proclamation Friday in  response to  the continuing COVID - 19 pandemic.,snohomish,Washington
,"The proclamations are as follows:   Shared Work     20 - 58     This proclamation waives/suspends the statute that requires shared work  benefits to be paid by employers, thereby allowing federal CARES Act  funding to be used to pay for the employer portion of shared work  benefits.",snohomish,Washington
,The proclamation will expire on July 19 .,snohomish,Washington
,"Temporary Licensing     Dental and Pharmacy Graduates     20 - 59   Due   to the impact of COVID on the inability of recent dental, dental  hygiene, and pharmacy graduates to meet statutory licensing  requirements, this proclamation allows dental hygiene and pharmacy  graduates to obtain a temporary license if certain conditions a re met.",snohomish,Washington
,The  proclamation will expire on July 19.,snohomish,Washington
,Department of Licensing     License and Permit Renewal Extension  -   20 - 41.5   The new waiver added here suspends part of the law that requires those    onli ne attestation and not have to meet in - person.,snohomish,Washington
,The proclamation was  extended by approval from the Legislature to July 1.,snohomish,Washington
,"COVID - 19   ADDITIONAL GUIDANCE  RELEASED  FOR WEDDINGS, FUNERA LS UNDER  SAFE START   Gov.",snohomish,Washington
,"Jay Inslee announced additional  clarification for non - religious weddings  and funeral or  memorial services in  Phases 1, 2, and 3.",snohomish,Washington
,TIPS FOR SAFER SUMME R FUN  DURING COVID - 19 CRISIS   The Washington State Department of  Health has a new blog post with  advice for summer fun.,snohomish,Washington
,"GOVERNOR SAYS HE PLA NS TO  REQUIRE WEARING FACE   COVERINGS IN PUBLIC  IN YAKIMA   COUNTY   On Saturday, Gov.",snohomish,Washington
,Jay Inslee said he  will issue a proclamation requiring  Yakima County residents to wear face  coverings in public.,snohomish,Washington
,"Additional Guidance Released for Weddings, Funerals Under  Safe Start   Gov.",snohomish,Washington
,"Jay Inslee announced additional clarification Friday for  non - religious  weddings and funeral or memorial services in Phases 1, 2 and 3.",snohomish,Washington
,This comes   plan.,snohomish,Washington
,"The memorandum further clarifies the guidance for religious and  faith - based   organizations re leased on Thursday, June 18.",snohomish,Washington
,Find the full memo   here .,snohomish,Washington
,Tips for Safer Summer Fun During COVID - 19 Crisis   The state Department of Health has a new blog post with advice for  summer fun.,snohomish,Washington
,o go outside!,snohomish,Washington
,"The good news is, when it comes to  COVID - 19, just about anything you can come up with to do outside is  going to be lower risk than a gathering indoors.",snohomish,Washington
,"people looki ng forward to being outside, and if you end up along a trail or   people         put  that cloth face covering on.",snohomish,Washington
,"As you are cons idering your plans for the summer, the keys to COVID - free  summer fun are:      Outside is lower risk than inside.",snohomish,Washington
,Small gatherings are lower risk than large gatherings.,snohomish,Washington
,Stay at least six feet away from other people as much as possible.,snohomish,Washington
,"Wash your hands, and keep   a bottle of hand sanitizer within easy  reach.",snohomish,Washington
,Like next to the sunscreen and bug spray.,snohomish,Washington
,"The full post, with advice for reducing risk while camping, picnicking and  recreating near the water, can be found  here .",snohomish,Washington
,Governor Says He Plans to Require Wearing Face Coverings  in Public in Yakima County   Gov.,snohomish,Washington
,Jay Inslee on Satu rday said he will issue a proclamation requiring  Yakima County residents to wear face coverings in public.,snohomish,Washington
,The  announcement comes as COVID - 19 cases in that community are surging.,snohomish,Washington
,"Ac cording to news reports , Inslee said the proclamation will come in the  next several days and it will include a legal requirement that businesses not  sell products to customers who do not wear face coverings.",snohomish,Washington
,COVID - 19   KREIDLER EXTENDS EME RGENCY  ORDER ON TELEHEALTH  COVERAGE   Insurance Commissioner Mike  Kreidler  extended the emergency order  requiring all state - regulated health  insurers to cover telehealth.,snohomish,Washington
,Kreidler  Extends Emergency Order  on  Telehealth   Coverage   Insurance Commissioner Mike Kreidler  extended his emergency order   directing all state - regulated h ealth insurers to make additional coverage  changes to aid consumers during the coronavirus pandemic.,snohomish,Washington
,"His order is in  effect until July 19 and requires health insurers to:      Continue coverage for providing telehealth via methods including  telephone and video  chat tools such as Facetime, Facebook  Messenger video chat, Google Hangout video, Skype and Go - to - Meeting.",snohomish,Washington
,"Cover all medically necessary diagnostic testing for flu and certain  other viral respiratory illnesses billed during a provider visit for  COVID - 19 wi th no copay, coinsurance or deductible.",snohomish,Washington
,"Treat drive - up testing sites for COVID - 19 as provider visit with no  copay, coinsurance or deductible.",snohomish,Washington
,"To help free up hospital beds, Kreidler is directing health insurers to waive or  expedite prior authorization req uirements for home healthcare or long - term care facility services to speed up discharging patients who are ready  to leave.",snohomish,Washington
,Read the full news release .,snohomish,Washington
,COVID - 19   DOH BLOG POST: BRING ING HOME  BABY IN A PANDEMIC   DOH published a new blog with tips  for bringing home a  new baby in the  middle of a pandemic.,snohomish,Washington
,NEW INSTITUTE FOR DI SEASE  MODELING COVID - 19 SITUATION  REPORT RELEASED   The latest statewide modeling report  was issued late last week.,snohomish,Washington
,CONFIRMED AND PROBAB LE CASES  OF COVID - 19 IN SNOHOMISH  COUNTY   Data on case counts  are available on  the Snohomish Health District  website   and the  Washington State  Department of Health  dashboard .,snohomish,Washington
,ESSENTIAL LINKS AND  PHONE  NUMBERS FOR UP - TO - DATE  INFORMATION      Snohomish Health District      Snohomish  County      Snohomish County COVID - 19  Response & Community Resource  Hub      Washington State      Centers for Disease Control and  Prevention      Snohomish County COVID - 19  Phone Line:  425 - 388 - 3944      Washington State COVID - 19  Hotline: Call  1 - 800 - 525 - 0127  or  text   211 - 211 for help.,snohomish,Washington
,"For  information to be texted to you,  text  Coronavirus  to   211 - 211.",snohomish,Washington
,DO H Blog Post: Bringing Home a Brand - New Baby in the  Middle of a Pandemic   A DOH blog post from over the weekend provides some tips for bringing  home a new baby in the middle of a pandemic.,snohomish,Washington
,Read the full blog  here .,snohomish,Washington
,New Institute for Disease Modeling COVID - 19 Situation Report  Released   The latest statewide modeling report suggests COVID - 19 transmission was  still increasing in eastern Washington and may have been stabilizing in  wester n Washington as of early June.,snohomish,Washington
,"Some of the counties previously  identified as hot spots seem to be improving, though several counties still  need interventions to limit exponential growth.",snohomish,Washington
,We continue to see very  different trends from county to county.,snohomish,Washington
,Read the report .,snohomish,Washington
,"C onfirmed and  Probable Cases  of COVID - 19 in Snohomish  County (as of  June  22 , 2020)   Case Count   Last Updated:    12:05   p.m.",snohomish,Washington
,"Confirmed   3, 289   Probable   4 59   Deaths   163     Jurisdiction   Last Updated:  12:05   p.m.   Arlington   1 3 3   ( 1 2 5   recovered)   Bothell *   2 34   ( 20 8   recovered)   Brier   2 3   ( 2 2   recovered)   Darrington   <5   (<5 recovered)   Edmonds   3 76   ( 3 21   recovered)   Everett   1, 115   ( 913   recovered)   Gold Bar   <5   (<5 recovered)   Granite Falls   30   ( 30   recovered)   Index   0   Lake Stevens   1 3 3   ( 1 20   recovered)   Lynnwood   6 86   ( 6 12   recovered)   Marysville   313  ( 2 3 3   recovered)   Mill Creek   5 9   ( 50   recovered)   Monroe   9 6   ( 82   recovered)   Mountlake Terrace   1 20   ( 1 10   recovered)   Mukilteo   70   ( 6 5   recovered)   Snohomish   1 7 7   ( 1 5 5   recovered)   Stanwood   1 20   ( 9 6   recovered)   Sultan   9   ( 8   recovered)   Tulalip   2 5  ( 2 2   recovered)   Unknown /Other   < 5   (<5 recovered)   Woodinville *   1 2   (1 1   recovered)   Woodway   8   ( 8   recovered)   Numbers less than 5 are suppressed to protect medical privacy.",snohomish,Washington
,Unknown includes  cases still under investigation.,snohomish,Washington
,*Counts are for portions in Snohomish County only.,snohomish,Washington
,"COVID - 19   Monday ,  July 13 , 202 0   COVID - 19      ACROSS  WASHINGTON   The latest statewide situation report  from the Washington State  Department of Health shows  COVID - 19 transmission is still accelerating  across most of the state as of the end  of June.",snohomish,Washington
,"SNOHOMISH COUNTY    DAILY BRIEFING   COVID -    The Washington State Department of Health on Friday released the latest   statewide situation report , which shows COVID - 19 transmission is still  accelerating across most of the state as of the end of June.",snohomish,Washington
,"The report highlights concerning COVID - 19 trends in Snohomish County  and elsewhere around Puget Sound, in Spokane County, no rth - central  counties and southwest counties.",snohomish,Washington
,"The reproductive number  the  estimated number of new people each COVID - 19 patient will infect  is still  above one in both eastern and western Washington, meaning the number  of cases is still increasing.",snohomish,Washington
,"Transmis sion is slowing in Yakima County, an encouraging sign that  interventions like wearing face coverings can be effective.",snohomish,Washington
,"However,   - 40  percent from its peak number of cases.",snohomish,Washington
